# file...... V_Data_transformer.csv
# date...... Fri May 18 11:45:35 2012
# user...... Luca Meschiari
# host...... (null)
# target.... meter 14
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_A.real,voltage_A.imag, voltage_B.real,voltage_B.imag, voltage_C.real,voltage_C.imag
2009-07-20 00:00:00 PDT,+3525.17,+2398.87,-2.0284,-1204.24,-2071.39,-1191.22,+2078.6
2009-07-20 00:30:00 PDT,+3564.1,+2398.68,-2.37413,-1204.18,-2071.48,-1191.29,+2078.6
2009-07-20 01:00:00 PDT,+2441.04,+2398.59,-2.55184,-1202.44,-2074.41,-1194.26,+2078.56
2009-07-20 01:30:00 PDT,+2284.08,+2398.79,-2.17712,-1202.38,-2074.5,-1194.58,+2078.55
2009-07-20 02:00:00 PDT,+2060.65,+2399.12,-1.5865,-1202.3,-2074.63,-1194.99,+2078.55
2009-07-20 02:30:00 PDT,+1466.65,+2399.11,-1.60563,-1201.51,-2075.94,-1196.74,+2078.52
2009-07-20 03:00:00 PDT,+1606.76,+2398.88,-2.01381,-1201.51,-2075.95,-1196.42,+2078.52
2009-07-20 03:30:00 PDT,+1590.7,+2398.87,-2.033,-1201.48,-2075.99,-1196.48,+2078.52
2009-07-20 04:00:00 PDT,+1492.75,+2399.25,-1.35597,-1201.63,-2075.74,-1196.54,+2078.52
2009-07-20 04:30:00 PDT,+1634.75,+2399,-1.79775,-1201.61,-2075.78,-1196.23,+2078.53
2009-07-20 05:00:00 PDT,+1807.91,+2398.9,-1.98979,-1201.8,-2075.46,-1195.86,+2078.53
2009-07-20 05:30:00 PDT,+1546.65,+2399.06,-1.69204,-1201.6,-2075.79,-1196.57,+2078.52
2009-07-20 06:00:00 PDT,+1629.79,+2399.12,-1.59131,-1201.73,-2075.59,-1196.24,+2078.53
2009-07-20 06:30:00 PDT,+3036.81,+2396.26,-6.72694,-1202.47,-2074.35,-1195.84,+2078.53
2009-07-20 07:00:00 PDT,+2377.59,+2397.43,-4.62676,-1202.2,-2074.81,-1196.52,+2078.52
2009-07-20 07:30:00 PDT,+1712.89,+2398.94,-1.90335,-1201.7,-2075.64,-1196.08,+2078.53
2009-07-20 08:00:00 PDT,+2342.92,+2398.98,-1.83137,-1202.5,-2074.3,-1194.1,+2078.56
2009-07-20 08:30:00 PDT,+1559.79,+2399.23,-1.37997,-1201.62,-2075.76,-1196.18,+2078.53
2009-07-20 09:00:00 PDT,+1743.87,+2398.84,-2.09067,-1201.64,-2075.73,-1196.01,+2078.53
2009-07-20 09:30:00 PDT,+2058.74,+2398.01,-3.58508,-1201.21,-2076.44,-1195.17,+2078.54
2009-07-20 10:00:00 PDT,+2202.34,+2399.16,-1.50963,-1202.56,-2074.2,-1194.62,+2078.55
2009-07-20 10:30:00 PDT,+1911.21,+2398.93,-1.92741,-1201.95,-2075.22,-1195.51,+2078.54
2009-07-20 11:00:00 PDT,+3095.27,+2396.7,-5.94327,-1202.43,-2074.42,-1194.54,+2078.55
2009-07-20 11:30:00 PDT,+3568.82,+2395.28,-8.47751,-1202.44,-2074.4,-1194.86,+2078.55
2009-07-20 12:00:00 PDT,+4267.77,+2394.86,-9.22747,-1203.11,-2073.28,-1193.19,+2078.57
2009-07-20 12:30:00 PDT,+4429.62,+2393.76,-11.1616,-1202.72,-2073.92,-1193.77,+2078.56
2009-07-20 13:00:00 PDT,+3271.7,+2396.55,-6.20287,-1202.62,-2074.1,-1194.24,+2078.56
2009-07-20 13:30:00 PDT,+3667.01,+2398.38,-2.91702,-1203.87,-2072,-1190.75,+2078.61
2009-07-20 14:00:00 PDT,+6583.25,+2398.46,-2.78272,-1208.8,-2053.26,-1193.08,+2078.58
2009-07-20 14:30:00 PDT,+5560.34,+2399.09,-1.63931,-1207.18,-2066.38,-1185.38,+2078.64
2009-07-20 15:00:00 PDT,+2506.12,+2399,-1.80743,-1202.7,-2073.96,-1193.57,+2078.57
2009-07-20 15:30:00 PDT,+2569.81,+2398.79,-2.18194,-1202.66,-2074.03,-1193.57,+2078.57
2009-07-20 16:00:00 PDT,+4536.18,+2398.86,-2.06186,-1205.56,-2069.13,-1188.32,+2078.62
2009-07-20 16:30:00 PDT,+2220.91,+2398.93,-1.92744,-1202.38,-2074.5,-1194.65,+2078.55
2009-07-20 17:00:00 PDT,+2201.11,+2399.06,-1.69218,-1202.43,-2074.42,-1194.58,+2078.55
2009-07-20 17:30:00 PDT,+2131.91,+2398.99,-1.81211,-1202.36,-2074.53,-1194.97,+2078.55
2009-07-20 18:00:00 PDT,+2807.78,+2398.87,-2.03783,-1203.19,-2073.15,-1193.13,+2078.57
2009-07-20 18:30:00 PDT,+6463.32,+2394.96,-9.01599,-1204.24,-2071.38,-1183.09,+2078.66
2009-07-20 19:00:00 PDT,+5929.26,+2396.34,-6.57866,-1204.95,-2070.19,-1184.61,+2078.66
2009-07-20 19:30:00 PDT,+4109.96,+2398.96,-1.86977,-1205.14,-2069.87,-1189.6,+2078.62
2009-07-20 20:00:00 PDT,+3290.9,+2398.17,-3.3063,-1203.15,-2073.21,-1191.85,+2078.59
2009-07-20 20:30:00 PDT,+2854.09,+2398.73,-2.29247,-1203.1,-2073.3,-1192.99,+2078.58
2009-07-20 21:00:00 PDT,+3567.72,+2399.06,-1.7018,-1204.36,-2071.17,-1190.87,+2078.6
2009-07-20 21:30:00 PDT,+4146.3,+2398.89,-1.99947,-1205.08,-2069.96,-1189.43,+2078.62
2009-07-20 22:00:00 PDT,+7082.94,+2398.51,-2.69576,-1203.66,-2072.36,-1171.11,+2073.47
2009-07-20 22:30:00 PDT,+8882.99,+2398.28,-3.10476,-1212.13,-2047.39,-1187.49,+2078.63
2009-07-20 23:00:00 PDT,+4357.9,+2398.48,-2.7396,-1205.23,-2069.7,-1189.42,+2078.62
2009-07-20 23:30:00 PDT,+3497.3,+2397.84,-3.89776,-1203.25,-2073.04,-1191.59,+2078.6
2009-07-21 00:00:00 PDT,+6432.39,+2398.73,-2.2926,-1208.92,-2053.06,-1193.58,+2078.57
2009-07-21 00:30:00 PDT,+2495.71,+2398.89,-1.99944,-1202.65,-2074.04,-1193.76,+2078.57
2009-07-21 01:00:00 PDT,+2026.76,+2399.13,-1.5721,-1202.14,-2074.89,-1194.85,+2078.55
2009-07-21 01:30:00 PDT,+2149.76,+2398.84,-2.09072,-1202.21,-2074.79,-1194.89,+2078.55
2009-07-21 02:00:00 PDT,+2216.77,+2398.78,-2.19154,-1202.26,-2074.69,-1194.75,+2078.55
2009-07-21 02:30:00 PDT,+1935.43,+2398.99,-1.81213,-1202.05,-2075.04,-1195.45,+2078.54
2009-07-21 03:00:00 PDT,+2274.06,+2398.95,-1.88916,-1202.39,-2074.48,-1194.34,+2078.56
2009-07-21 03:30:00 PDT,+2136.62,+2398.62,-2.4846,-1201.96,-2075.2,-1194.93,+2078.55
2009-07-21 04:00:00 PDT,+2118.5,+2398.7,-2.35006,-1202.02,-2075.09,-1195,+2078.55
2009-07-21 04:30:00 PDT,+1854.16,+2398.8,-2.15802,-1201.71,-2075.62,-1195.62,+2078.54
2009-07-21 05:00:00 PDT,+1453.66,+2399.07,-1.67776,-1201.38,-2076.17,-1196.63,+2078.52
2009-07-21 05:30:00 PDT,+1926.15,+2398.71,-2.33084,-1201.77,-2075.52,-1195.53,+2078.54
2009-07-21 06:00:00 PDT,+1654.83,+2398.72,-2.31644,-1201.4,-2076.14,-1196.29,+2078.53
2009-07-21 06:30:00 PDT,+1801.07,+2399.08,-1.65376,-1202.09,-2074.99,-1196.07,+2078.53
2009-07-21 07:00:00 PDT,+2268.68,+2398.8,-2.16283,-1202.84,-2073.73,-1195.55,+2078.54
2009-07-21 07:30:00 PDT,+1755.97,+2398.77,-2.22036,-1201.61,-2075.79,-1196.03,+2078.53
2009-07-21 08:00:00 PDT,+2440.93,+2398.9,-1.98507,-1202.65,-2074.05,-1194.03,+2078.56
2009-07-21 08:30:00 PDT,+3082.54,+2398.81,-2.15336,-1203.38,-2072.82,-1192.13,+2078.59
2009-07-21 09:00:00 PDT,+2585.38,+2398.68,-2.37888,-1202.67,-2074.02,-1193.73,+2078.57
2009-07-21 09:30:00 PDT,+2417.16,+2398.68,-2.37407,-1202.44,-2074.4,-1194.19,+2078.56
2009-07-21 10:00:00 PDT,+2321.06,+2398.82,-2.12933,-1202.32,-2074.59,-1194.22,+2078.56
2009-07-21 10:30:00 PDT,+1870.15,+2398.85,-2.07631,-1201.76,-2075.53,-1195.54,+2078.54
2009-07-21 11:00:00 PDT,+2940.14,+2397.14,-5.1528,-1201.44,-2076.06,-1192.57,+2078.58
2009-07-21 11:30:00 PDT,+7345.31,+2391.73,-14.6518,-1202,-2075.13,-1180.33,+2078.64
2009-07-21 12:00:00 PDT,+11466.6,+2381.77,-21.5846,-1202.26,-2074.7,-1168.8,+2073.46
2009-07-21 12:30:00 PDT,+3691.78,+2397.07,-5.26833,-1202.54,-2074.23,-1190.72,+2078.6
2009-07-21 13:00:00 PDT,+5722.1,+2395.02,-8.9142,-1203.25,-2073.03,-1185.12,+2078.65
2009-07-21 13:30:00 PDT,+3636.32,+2397.18,-5.07179,-1202.65,-2074.04,-1191.01,+2078.6
2009-07-21 14:00:00 PDT,+3350.09,+2397.62,-4.27782,-1202.57,-2074.18,-1191.51,+2078.6
2009-07-21 14:30:00 PDT,+2548.22,+2398.1,-3.42646,-1202,-2075.13,-1193.84,+2078.57
2009-07-21 15:00:00 PDT,+2266.73,+2398.47,-2.75367,-1201.97,-2075.18,-1194.54,+2078.55
2009-07-21 15:30:00 PDT,+1768.18,+2399.06,-1.70179,-1201.7,-2075.63,-1195.56,+2078.54
2009-07-21 16:00:00 PDT,+2020.38,+2398.69,-2.36935,-1201.75,-2075.56,-1195.02,+2078.55
2009-07-21 16:30:00 PDT,+2002.31,+2398.99,-1.8217,-1202.16,-2074.86,-1195.3,+2078.54
2009-07-21 17:00:00 PDT,+5555.31,+2395,-8.95509,-1203.19,-2073.15,-1185.95,+2078.65
2009-07-21 17:30:00 PDT,+5899.77,+2394.62,-9.65085,-1204.11,-2071.6,-1186.65,+2078.65
2009-07-21 18:00:00 PDT,+6953.53,+2392.89,-12.6769,-1203.41,-2072.78,-1182.96,+2078.66
2009-07-21 18:30:00 PDT,+6649.7,+2394.46,-9.91392,-1205.13,-2069.89,-1184.82,+2078.66
2009-07-21 19:00:00 PDT,+14809.4,+2383.47,-18.6962,-1211.29,-2059.33,-1164.84,+2073.45
2009-07-21 19:30:00 PDT,+4969.64,+2397.74,-4.07422,-1207.14,-2066.47,-1191.34,+2078.6
2009-07-21 20:00:00 PDT,+4064.79,+2398.48,-2.73405,-1204.84,-2070.36,-1190.26,+2078.61
2009-07-21 20:30:00 PDT,+4216.73,+2397.78,-4.00204,-1204.4,-2071.1,-1190.02,+2078.61
