# file...... V_tm_3.csv
# date...... Fri Sep  7 18:18:39 2012
# user...... mike
# host...... (null)
# target.... triplex_meter 63
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, measured_power.real, measured_power.imag, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2012-09-07 10:51:58 PDT,+367.189,+367.189,-1.0845,-59.5615,+103.871,-59.678,+103.944,-119.239,+207.815
2012-09-07 11:21:58 PDT,+1794.68,+1794.68,+459.132,-58.8362,+103.717,-58.5927,+103.353,-117.429,+207.07
2012-09-07 11:51:58 PDT,+1793.57,+1793.57,+468.644,-58.8355,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 12:21:58 PDT,+1793.61,+1793.61,+468.573,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 12:51:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 13:21:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 13:51:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 14:21:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 14:51:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 15:21:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 15:51:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 16:21:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 16:51:58 PDT,+1793.61,+1793.61,+468.574,-58.8354,+103.711,-58.5945,+103.345,-117.43,+207.056
2012-09-07 17:21:58 PDT,+368.196,+368.196,+0.487813,-59.0043,+103.688,-59.1209,+103.763,-118.125,+207.452
2012-09-07 17:51:58 PDT,+368.005,+368.005,-0.00186547,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 18:21:58 PDT,+368,+368,+3.44535e-05,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 18:51:58 PDT,+368,+368,-2.16446e-07,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 19:21:58 PDT,+368,+368,+2.49009e-09,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 19:51:58 PDT,+368,+368,-1.95656e-11,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 20:21:58 PDT,+368,+368,+1.86504e-13,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 20:51:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 21:21:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 21:51:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 22:21:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 22:51:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 23:21:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-07 23:51:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-08 00:21:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-08 00:51:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-08 01:21:58 PDT,+368,+368,-6.99441e-14,-59.0045,+103.69,-59.1212,+103.765,-118.126,+207.455
2012-09-08 01:51:58 PDT,+368.661,+368.661,+0.608146,-59.2818,+103.779,-59.3985,+103.854,-118.68,+207.632
2012-09-08 02:21:58 PDT,+368.661,+368.661,+0.608146,-59.2818,+103.779,-59.3985,+103.854,-118.68,+207.632
2012-09-08 02:51:58 PDT,+368.664,+368.664,+0.605559,-59.5595,+103.868,-59.6761,+103.943,-119.236,+207.811
2012-09-08 03:21:58 PDT,+368.003,+368.003,+0.000525256,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 03:51:58 PDT,+368,+368,+1.20632e-05,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 04:21:58 PDT,+368,+368,+1.47559e-08,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 04:51:58 PDT,+368,+368,+3.34752e-10,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 05:21:58 PDT,+368,+368,+3.87856e-13,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 05:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 06:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 06:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 07:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 07:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 08:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 08:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 09:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 09:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 10:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 10:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 11:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 11:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 12:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 12:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 13:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 13:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 14:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 14:51:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
2012-09-08 15:21:58 PDT,+368,+368,+2.08167e-15,-59.5602,+103.869,-59.6767,+103.943,-119.237,+207.812
