# file...... V_tm_8.csv
# date...... Tue Aug 28 10:22:53 2012
# user...... mike
# host...... (null)
# target.... triplex_meter 68
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, measured_power.real, measured_power.imag, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2012-08-28 02:56:12 PDT,+191.682,+191.682,-0.467992,-60.1539,-103.605,-60.1568,-103.676,-120.311,-207.281
2012-08-28 03:26:12 PDT,+1619.43,+1619.43,+459.895,-60.3847,-102.893,-60.1879,-102.434,-120.573,-205.327
2012-08-28 03:56:12 PDT,+1617.6,+1617.6,+468.649,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 04:26:12 PDT,+1617.63,+1617.63,+468.58,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 04:56:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 05:26:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 05:56:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 06:26:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 06:56:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 07:26:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 07:56:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 08:26:12 PDT,+1617.63,+1617.63,+468.581,-60.38,-102.89,-60.1806,-102.432,-120.561,-205.321
2012-08-28 08:56:12 PDT,+1621.92,+1621.92,+475.65,-60.2571,-103.46,-60.0577,-103.002,-120.315,-206.462
2012-08-28 09:26:12 PDT,+1622.82,+1622.82,+470.263,-60.2582,-103.462,-60.0603,-103.003,-120.319,-206.465
2012-08-28 09:56:12 PDT,+1622.81,+1622.81,+470.286,-60.2582,-103.462,-60.0603,-103.003,-120.319,-206.465
2012-08-28 10:26:12 PDT,+1622.81,+1622.81,+470.286,-60.2582,-103.462,-60.0603,-103.003,-120.319,-206.465
2012-08-28 10:56:12 PDT,+192.11,+192.11,+0.258991,-60.1532,-103.602,-60.1563,-103.674,-120.31,-207.277
2012-08-28 11:26:12 PDT,+192.001,+192.001,+0.000234549,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 11:56:12 PDT,+192,+192,+5.02358e-06,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 12:26:12 PDT,+192,+192,+6.59329e-09,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 12:56:12 PDT,+192,+192,+1.26296e-10,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 13:26:12 PDT,+192,+192,+1.26296e-10,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 13:56:12 PDT,+192,+192,+1.80717e-13,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 14:26:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 14:56:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 15:26:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 15:56:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 16:26:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 16:56:12 PDT,+192,+192,+3.56173e-14,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-28 17:26:12 PDT,+191.653,+191.653,-0.318144,-60.2165,-103.316,-60.2196,-103.388,-120.436,-206.705
2012-08-28 17:56:12 PDT,+191.998,+191.998,+0.000462188,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 18:26:12 PDT,+191.998,+191.998,+0.000462188,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 18:56:12 PDT,+192,+192,-1.11143e-05,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 19:26:12 PDT,+192,+192,+4.25617e-08,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 19:56:12 PDT,+192,+192,-5.07974e-10,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 20:26:12 PDT,+192,+192,+2.67691e-12,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 20:56:12 PDT,+192,+192,-4.9398e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 21:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 21:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 22:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 22:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 23:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-28 23:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 00:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 00:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 01:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 01:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 02:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 02:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 03:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 03:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 04:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 04:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 05:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 05:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 06:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 06:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 07:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 07:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 08:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 08:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 09:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 09:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 10:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 10:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 11:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 11:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 12:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 12:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 13:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 13:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 14:26:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 14:56:12 PDT,+192,+192,-2.6458e-14,-60.2156,-103.315,-60.2188,-103.388,-120.434,-206.703
2012-08-29 15:26:12 PDT,+192.347,+192.347,+0.318564,-60.1532,-103.602,-60.1564,-103.674,-120.31,-207.277
2012-08-29 15:56:12 PDT,+192.001,+192.001,+0.000274838,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-29 16:26:12 PDT,+192,+192,+5.05865e-06,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-29 16:56:12 PDT,+192,+192,+6.88999e-09,-60.1534,-103.603,-60.1565,-103.675,-120.31,-207.278
2012-08-29 17:26:12 PDT,+191.658,+191.658,-0.314995,-60.2163,-103.32,-60.2194,-103.392,-120.436,-206.712
2012-08-29 17:56:12 PDT,+1621.15,+1621.15,+466.129,-60.3205,-103.179,-60.1229,-102.72,-120.443,-205.899
2012-08-29 18:26:12 PDT,+1620.23,+1620.23,+469.459,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 18:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 19:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 19:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 20:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 20:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 21:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 21:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 22:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 22:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 23:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-29 23:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 00:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 00:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 01:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 01:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 02:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 02:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 03:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 03:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 04:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 04:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 05:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 05:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 06:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 06:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 07:26:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 07:56:12 PDT,+1620.24,+1620.24,+469.44,-60.3195,-103.178,-60.1208,-102.719,-120.44,-205.897
2012-08-30 08:26:12 PDT,+192.11,+192.11,+0.259456,-60.2147,-103.319,-60.218,-103.391,-120.433,-206.709
2012-08-30 08:56:12 PDT,+192.002,+192.002,-0.000327975,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 09:26:12 PDT,+192,+192,+8.88052e-06,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 09:56:12 PDT,+192,+192,-2.0607e-08,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 10:26:12 PDT,+192,+192,-2.0607e-08,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 10:56:12 PDT,+192,+192,+3.06859e-10,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 11:26:12 PDT,+192,+192,-9.93816e-13,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 11:56:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 12:26:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 12:56:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 13:26:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 13:56:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
2012-08-30 14:26:12 PDT,+192,+192,+7.07073e-15,-60.2154,-103.319,-60.2186,-103.391,-120.434,-206.711
