# file...... V_tm_5.csv
# date...... Fri Sep  7 18:18:39 2012
# user...... mike
# host...... (null)
# target.... triplex_meter 65
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, measured_power.real, measured_power.imag, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2012-09-07 10:51:58 PDT,+127.805,+127.805,-0.30351,-60.155,-103.622,-60.1569,-103.67,-120.312,-207.293
2012-09-07 11:21:58 PDT,+1555.67,+1555.67,+460.211,-60.3856,-102.914,-60.1877,-102.431,-120.573,-205.346
2012-09-07 11:51:58 PDT,+1553.57,+1553.57,+468.638,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 12:21:58 PDT,+1553.6,+1553.6,+468.571,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 12:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 13:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 13:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 14:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 14:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 15:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 15:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 16:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 16:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 17:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 17:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 18:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 18:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 19:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 19:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 20:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 20:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 21:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-07 21:51:58 PDT,+128.07,+128.07,+0.171023,-60.2767,-103.048,-60.279,-103.097,-120.556,-206.145
2012-09-07 22:21:58 PDT,+128.001,+128.001,-0.000575679,-60.2779,-103.049,-60.2801,-103.098,-120.558,-206.147
2012-09-07 22:51:58 PDT,+128,+128,+1.02071e-05,-60.2779,-103.049,-60.2801,-103.098,-120.558,-206.147
2012-09-07 23:21:58 PDT,+128,+128,-6.06673e-08,-60.2779,-103.049,-60.2801,-103.098,-120.558,-206.147
2012-09-07 23:51:58 PDT,+128,+128,+6.63466e-10,-60.2779,-103.049,-60.2801,-103.098,-120.558,-206.147
2012-09-08 00:21:58 PDT,+128.229,+128.229,+0.210613,-60.216,-103.333,-60.2182,-103.381,-120.434,-206.714
2012-09-08 00:51:58 PDT,+128.001,+128.001,-0.000410784,-60.2168,-103.333,-60.2189,-103.381,-120.436,-206.715
2012-09-08 01:21:58 PDT,+128.232,+128.232,+0.21234,-60.1543,-103.62,-60.1565,-103.668,-120.311,-207.288
2012-09-08 01:51:58 PDT,+128.001,+128.001,+0.000184134,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 02:21:58 PDT,+128.001,+128.001,+0.000184134,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 02:51:58 PDT,+128,+128,+3.31279e-06,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 03:21:58 PDT,+128,+128,+4.69472e-09,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 03:51:58 PDT,+128,+128,+8.33242e-11,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 04:21:58 PDT,+128,+128,+9.23428e-14,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 04:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 05:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 05:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 06:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 06:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 07:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 07:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 08:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 08:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 09:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 09:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 10:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 10:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 11:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 11:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 12:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 12:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 13:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 13:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 14:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 14:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 15:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 15:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 16:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 16:51:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 17:21:58 PDT,+128,+128,-3.43822e-15,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-08 17:51:58 PDT,+1555.67,+1555.67,+460.216,-60.3856,-102.914,-60.1877,-102.431,-120.573,-205.346
2012-09-08 18:21:58 PDT,+1553.57,+1553.57,+468.638,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 18:51:58 PDT,+1553.6,+1553.6,+468.571,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 19:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 19:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 20:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 20:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 21:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 21:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 22:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 22:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 23:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-08 23:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 00:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 00:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 01:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 01:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 02:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 02:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 03:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 03:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 04:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 04:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 05:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 05:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 06:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 06:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 07:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 07:51:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 08:21:58 PDT,+1553.6,+1553.6,+468.572,-60.381,-102.911,-60.1804,-102.429,-120.561,-205.34
2012-09-09 08:51:58 PDT,+128.532,+128.532,+0.594444,-60.1538,-103.619,-60.1561,-103.667,-120.31,-207.286
2012-09-09 09:21:58 PDT,+128.002,+128.002,+0.000343411,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-09 09:51:58 PDT,+128,+128,+9.05405e-06,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
2012-09-09 10:21:58 PDT,+128,+128,+8.46715e-09,-60.1546,-103.621,-60.1566,-103.669,-120.311,-207.29
