2009-07-20 00:00:00,0.215
2009-07-20 00:30:00,0.226
2009-07-20 01:00:00,0.172
2009-07-20 01:30:00,0.129
2009-07-20 02:00:00,0.128
2009-07-20 02:30:00,0.127
2009-07-20 03:00:00,0.121
2009-07-20 03:30:00,0.119
2009-07-20 04:00:00,0.119
2009-07-20 04:30:00,0.119
2009-07-20 05:00:00,0.118
2009-07-20 05:30:00,0.117
2009-07-20 06:00:00,0.154
2009-07-20 06:30:00,0.345
2009-07-20 07:00:00,0.317
2009-07-20 07:30:00,0.109
2009-07-20 08:00:00,0.048
2009-07-20 08:30:00,0.048
2009-07-20 09:00:00,0.114
2009-07-20 09:30:00,0.122
2009-07-20 10:00:00,0.119
2009-07-20 10:30:00,0.119
2009-07-20 11:00:00,0.119
2009-07-20 11:30:00,0.119
2009-07-20 12:00:00,0.118
2009-07-20 12:30:00,0.119
2009-07-20 13:00:00,0.119
2009-07-20 13:30:00,0.119
2009-07-20 14:00:00,0.119
2009-07-20 14:30:00,0.118
2009-07-20 15:00:00,0.054
2009-07-20 15:30:00,0.054
2009-07-20 16:00:00,0.108
2009-07-20 16:30:00,0.13
2009-07-20 17:00:00,0.126
2009-07-20 17:30:00,0.125
2009-07-20 18:00:00,0.125
2009-07-20 18:30:00,0.156
2009-07-20 19:00:00,0.227
2009-07-20 19:30:00,0.16
2009-07-20 20:00:00,0.146
2009-07-20 20:30:00,0.14
2009-07-20 21:00:00,0.144
2009-07-20 21:30:00,0.143
2009-07-20 22:00:00,0.237
2009-07-20 22:30:00,0.385
2009-07-20 23:00:00,0.405
2009-07-20 23:30:00,0.282
2009-07-21 00:00:00,0.142
2009-07-21 00:30:00,0.06
2009-07-21 01:00:00,0.05
2009-07-21 01:30:00,0.133
2009-07-21 02:00:00,0.124
2009-07-21 02:30:00,0.121
2009-07-21 03:00:00,0.121
2009-07-21 03:30:00,0.12
2009-07-21 04:00:00,0.12
2009-07-21 04:30:00,0.12
2009-07-21 05:00:00,0.12
2009-07-21 05:30:00,0.12
2009-07-21 06:00:00,0.125
2009-07-21 06:30:00,0.267
2009-07-21 07:00:00,0.504
2009-07-21 07:30:00,0.132
2009-07-21 08:00:00,0.118
2009-07-21 08:30:00,0.118
2009-07-21 09:00:00,0.118
2009-07-21 09:30:00,0.118
2009-07-21 10:00:00,0.118
2009-07-21 10:30:00,0.09
2009-07-21 11:00:00,0.049
2009-07-21 11:30:00,0.049
2009-07-21 12:00:00,0.088
2009-07-21 12:30:00,0.131
2009-07-21 13:00:00,0.127
2009-07-21 13:30:00,0.25
2009-07-21 14:00:00,0.125
2009-07-21 14:30:00,0.125
