# file...... V_tm_47.csv
# date...... Fri Jul 27 12:23:20 2012
# user...... mike
# host...... (null)
# target.... triplex_meter 512
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, measured_power.real, measured_power.imag, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2012-07-27 04:24:19 PDT,+0,+0,+0,-59.9989,-103.92,-59.9989,-103.92,-119.998,-207.839
2012-07-27 04:54:19 PDT,+1411.06,+1411.06,+463.793,-60.3666,-101.562,-60.1607,-101.033,-120.527,-202.595
2012-07-27 05:24:19 PDT,+1412.84,+1412.84,+464.378,-60.3453,-101.747,-60.1399,-101.218,-120.485,-202.965
2012-07-27 05:54:19 PDT,+1412.84,+1412.84,+464.378,-60.3453,-101.747,-60.1399,-101.218,-120.485,-202.965
2012-07-27 06:24:19 PDT,+1412.84,+1412.84,+464.378,-60.3453,-101.747,-60.1399,-101.218,-120.485,-202.965
2012-07-27 06:54:19 PDT,+0,+0,+0,-60.2905,-101.699,-60.2905,-101.699,-120.581,-203.399
2012-07-27 07:24:19 PDT,+0,+0,+0,-60.2606,-101.924,-60.2606,-101.924,-120.521,-203.848
