# file...... V_tm_17.csv
# date...... Fri Jul 27 12:23:20 2012
# user...... mike
# host...... (null)
# target.... triplex_meter 482
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, measured_power.real, measured_power.imag, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2012-07-27 04:24:19 PDT,+0,+0,+0,-59.9992,-103.921,-59.9992,-103.921,-119.998,-207.841
2012-07-27 04:54:19 PDT,+1417.7,+1417.7,+465.974,-60.3183,-102.234,-60.114,-101.704,-120.432,-203.937
2012-07-27 05:24:19 PDT,+1418.94,+1418.94,+466.382,-60.3003,-102.364,-60.0965,-101.834,-120.397,-204.199
2012-07-27 05:54:19 PDT,+1418.94,+1418.94,+466.382,-60.3003,-102.364,-60.0965,-101.834,-120.397,-204.199
2012-07-27 06:24:19 PDT,+1418.94,+1418.94,+466.382,-60.3003,-102.364,-60.0965,-101.834,-120.397,-204.199
2012-07-27 06:54:19 PDT,+1419.56,+1419.56,+466.587,-60.2914,-102.43,-60.0877,-101.9,-120.379,-204.329
2012-07-27 07:24:19 PDT,+1421.11,+1421.11,+467.512,-60.2644,-102.607,-60.0611,-102.077,-120.325,-204.684
