# file...... V_tm_1.csv
# date...... Fri May 18 11:46:14 2012
# user...... Luca Meschiari
# host...... (null)
# target.... triplex_meter 60
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2009-07-20 00:00:00 PDT,+55,+119.872,-0.212579,+119.89,-0.201671,+239.762,-0.41425
2009-07-20 00:30:00 PDT,+82,+119.845,-0.252764,+119.873,-0.236508,+239.718,-0.489272
2009-07-20 01:00:00 PDT,+88,+119.833,-0.273147,+119.863,-0.255706,+239.697,-0.528853
2009-07-20 01:30:00 PDT,+89,+119.854,-0.235505,+119.885,-0.217858,+239.739,-0.453363
2009-07-20 02:00:00 PDT,+52,+119.897,-0.168738,+119.915,-0.158421,+239.812,-0.32716
2009-07-20 02:30:00 PDT,+74,+119.89,-0.175487,+119.915,-0.160806,+239.805,-0.336293
2009-07-20 03:00:00 PDT,+90,+119.863,-0.219824,+119.894,-0.201977,+239.757,-0.421801
2009-07-20 03:30:00 PDT,+94,+119.861,-0.222553,+119.893,-0.203913,+239.754,-0.426466
2009-07-20 04:00:00 PDT,+55,+119.909,-0.146504,+119.928,-0.13559,+239.837,-0.282094
2009-07-20 04:30:00 PDT,+69,+119.881,-0.193867,+119.904,-0.18018,+239.785,-0.374047
2009-07-20 05:00:00 PDT,+90,+119.864,-0.217183,+119.895,-0.199335,+239.759,-0.416517
2009-07-20 05:30:00 PDT,+89,+119.881,-0.187042,+119.912,-0.169387,+239.793,-0.356429
2009-07-20 06:00:00 PDT,+51,+119.897,-0.169457,+119.914,-0.159339,+239.811,-0.328796
2009-07-20 06:30:00 PDT,+586,+119.463,-0.790728,+119.665,-0.675097,+239.128,-1.46583
2009-07-20 07:00:00 PDT,+394,+119.634,-0.541893,+119.77,-0.463976,+239.404,-1.00587
2009-07-20 07:30:00 PDT,+87,+119.87,-0.207943,+119.9,-0.190688,+239.77,-0.398631
2009-07-20 08:00:00 PDT,+71,+119.879,-0.19699,+119.903,-0.182908,+239.781,-0.379898
2009-07-20 08:30:00 PDT,+58,+119.907,-0.149503,+119.927,-0.137994,+239.834,-0.287497
2009-07-20 09:00:00 PDT,+87,+119.859,-0.226918,+119.889,-0.209667,+239.749,-0.436585
2009-07-20 09:30:00 PDT,+87,+119.775,-0.378258,+119.805,-0.361032,+239.58,-0.73929
2009-07-20 10:00:00 PDT,+60,+119.899,-0.162323,+119.92,-0.150418,+239.819,-0.31274
2009-07-20 10:30:00 PDT,+76,+119.872,-0.208075,+119.898,-0.193003,+239.769,-0.401078
2009-07-20 11:00:00 PDT,+491,+119.534,-0.693319,+119.703,-0.596352,+239.236,-1.28967
2009-07-20 11:30:00 PDT,+785,+119.309,-1.00568,+119.58,-0.851072,+238.889,-1.85675
2009-07-20 12:00:00 PDT,+831,+119.254,-1.08973,+119.54,-0.926188,+238.794,-2.01592
2009-07-20 12:30:00 PDT,+1016,+119.091,-1.3207,+119.442,-1.12116,+238.532,-2.44186
