# file...... V_tm_9.csv,,,,,,,,,
# date...... Fri May 18 11:46:14 2012,,,,,,,,,
# user...... Luca Meschiari,,,,,,,,,
# host...... (null),,,,,,,,,
# target.... triplex_meter 68,,,,,,,,,
# trigger... (none),,,,,,,,,
# interval.. 1800,,,,,,,,,
# limit..... 1000000,,,,,,,,,
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag,v1_5,v2_5
2009-07-20 00:00:00 PDT,950,-58.8228,103.807,-59.1485,103.996,-117.971,207.803,119.314773,119.6399309
2009-07-20 00:30:00 PDT,941,-58.8329,103.808,-59.1555,103.996,-117.988,207.803,119.3206226,119.6433918
2009-07-20 01:00:00 PDT,530,-59.2588,103.86,-59.4404,103.965,-118.699,207.826,119.5763563,119.7575984
2009-07-20 01:30:00 PDT,603,-59.2691,103.85,-59.4758,103.97,-118.745,207.82,119.5727758,119.7795128
2009-07-20 02:00:00 PDT,534,-59.3311,103.86,-59.5141,103.965,-118.845,207.825,119.6122027,119.7941957
2009-07-20 02:30:00 PDT,299,-59.5794,103.888,-59.6818,103.947,-119.261,207.836,119.7598491,119.8619876
2009-07-20 03:00:00 PDT,296,-59.5485,103.889,-59.6499,103.947,-119.198,207.836,119.7453472,119.8461071
2009-07-20 03:30:00 PDT,263,-59.5646,103.893,-59.6547,103.945,-119.219,207.838,119.7568245,119.8467616
2009-07-20 04:00:00 PDT,347,-59.5448,103.883,-59.6637,103.951,-119.209,207.833,119.7383017,119.8564454
2009-07-20 04:30:00 PDT,213,-59.5533,103.9,-59.6262,103.942,-119.179,207.842,119.7572776,119.8299758
2009-07-20 05:00:00 PDT,268,-59.4999,103.893,-59.5918,103.946,-119.092,207.84,119.7246572,119.8163325
2009-07-20 05:30:00 PDT,262,-59.5737,103.893,-59.6635,103.945,-119.237,207.839,119.7613509,119.8511421
2009-07-20 06:00:00 PDT,297,-59.5292,103.889,-59.631,103.948,-119.16,207.837,119.7357506,119.8375687
2009-07-20 06:30:00 PDT,380,-59.4656,103.877,-59.5958,103.952,-119.061,207.829,119.6937288,119.8235272
2009-07-20 07:00:00 PDT,313,-59.5539,103.886,-59.6611,103.948,-119.215,207.834,119.74543,119.8525492
2009-07-20 07:30:00 PDT,344,-59.4995,103.883,-59.6173,103.951,-119.117,207.834,119.7157809,119.8333545
2009-07-20 08:00:00 PDT,332,-59.301,103.887,-59.4147,103.953,-118.716,207.839,119.620723,119.7344261
2009-07-20 08:30:00 PDT,329,-59.5132,103.885,-59.626,103.95,-119.139,207.835,119.7243258,119.8368156
2009-07-20 09:00:00 PDT,287,-59.5093,103.891,-59.6077,103.947,-119.117,207.838,119.7275936,119.8251088
2009-07-20 09:30:00 PDT,198,-59.4507,103.902,-59.5185,103.941,-118.969,207.843,119.7080254,119.7755539
2009-07-20 10:00:00 PDT,683,-59.2488,103.84,-59.4829,103.976,-118.732,207.816,119.5540292,119.7882464
2009-07-20 10:30:00 PDT,418,-59.4186,103.874,-59.5618,103.957,-118.98,207.831,119.6677814,119.8109589
2009-07-20 11:00:00 PDT,635,-59.2558,103.844,-59.4735,103.97,-118.729,207.815,119.5609726,119.7783708
2009-07-20 11:30:00 PDT,628,-59.291,103.844,-59.5062,103.968,-118.797,207.812,119.578422,119.7928748
2009-07-20 12:00:00 PDT,846,-59.0558,103.816,-59.3459,103.984,-118.402,207.8,119.437638,119.7272237
2009-07-20 12:30:00 PDT,738,-59.1476,103.829,-59.4006,103.975,-118.548,207.804,119.4943506,119.7465319
