# file...... V_Data_transformer.csv
# date...... Fri May 18 11:46:14 2012
# user...... Luca Meschiari
# host...... (null)
# target.... meter 14
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_A.real,voltage_A.imag, voltage_B.real,voltage_B.imag, voltage_C.real,voltage_C.imag
2009-07-20 00:00:00 PDT,+3525.18,+2397.75,-4.0568,-1208.44,-2064.27,-1182.41,+2078.68
2009-07-20 00:30:00 PDT,+3564.11,+2397.36,-4.74825,-1208.33,-2064.46,-1182.56,+2078.68
2009-07-20 01:00:00 PDT,+2441.04,+2397.16,-5.10367,-1204.86,-2070.33,-1188.51,+2078.63
2009-07-20 01:30:00 PDT,+2284.08,+2397.58,-4.35424,-1204.74,-2070.53,-1189.15,+2078.62
2009-07-20 02:00:00 PDT,+2060.65,+2398.24,-3.17299,-1204.6,-2070.78,-1189.97,+2078.61
2009-07-20 02:30:00 PDT,+1466.65,+2398.21,-3.21126,-1203.02,-2073.42,-1193.47,+2078.57
2009-07-20 03:00:00 PDT,+1606.76,+2397.76,-4.02761,-1203.01,-2073.43,-1192.84,+2078.58
2009-07-20 03:30:00 PDT,+1590.7,+2397.74,-4.06601,-1202.96,-2073.52,-1192.96,+2078.58
2009-07-20 04:00:00 PDT,+1492.75,+2398.49,-2.71193,-1203.26,-2073.02,-1193.07,+2078.57
2009-07-20 04:30:00 PDT,+1634.74,+2398,-3.59551,-1203.22,-2073.09,-1192.45,+2078.58
2009-07-20 05:00:00 PDT,+1807.91,+2397.79,-3.97958,-1203.6,-2072.45,-1191.72,+2078.59
2009-07-20 05:30:00 PDT,+1546.65,+2398.12,-3.38407,-1203.2,-2073.11,-1193.14,+2078.57
2009-07-20 06:00:00 PDT,+1629.79,+2398.23,-3.18261,-1203.45,-2072.71,-1192.47,+2078.58
2009-07-20 06:30:00 PDT,+3036.81,+2392.47,-13.4539,-1204.94,-2070.21,-1191.68,+2078.59
2009-07-20 07:00:00 PDT,+2377.59,+2394.84,-9.25352,-1204.38,-2071.14,-1193.03,+2078.57
2009-07-20 07:30:00 PDT,+1712.89,+2397.88,-3.8067,-1203.39,-2072.8,-1192.16,+2078.59
2009-07-20 08:00:00 PDT,+2342.92,+2397.96,-3.66273,-1204.99,-2070.12,-1188.18,+2078.64
2009-07-20 08:30:00 PDT,+1559.79,+2398.46,-2.75993,-1203.24,-2073.06,-1192.35,+2078.58
2009-07-20 09:00:00 PDT,+1743.86,+2397.68,-4.18133,-1203.27,-2073,-1192.02,+2078.59
2009-07-20 09:30:00 PDT,+2058.74,+2396.01,-7.17016,-1202.43,-2074.42,-1190.33,+2078.61
2009-07-20 10:00:00 PDT,+2202.34,+2398.32,-3.01925,-1205.1,-2069.92,-1189.23,+2078.62
2009-07-20 10:30:00 PDT,+1911.21,+2397.86,-3.85481,-1203.89,-2071.97,-1191.01,+2078.6
2009-07-20 11:00:00 PDT,+3095.27,+2393.36,-11.8865,-1204.84,-2070.36,-1189.06,+2078.62
2009-07-20 11:30:00 PDT,+3568.83,+2390.48,-16.9551,-1204.86,-2070.33,-1189.7,+2078.62
2009-07-20 12:00:00 PDT,+4267.79,+2389.62,-18.455,-1206.2,-2068.07,-1186.36,+2078.65
2009-07-20 12:30:00 PDT,+4429.64,+2387.39,-22.3233,-1205.44,-2069.36,-1187.52,+2078.64
2009-07-20 13:00:00 PDT,+3271.7,+2393.07,-12.4057,-1205.23,-2069.71,-1188.47,+2078.63
2009-07-20 13:30:00 PDT,+3667.02,+2396.76,-5.83403,-1207.72,-2065.5,-1181.47,+2078.69
2009-07-20 14:00:00 PDT,+2810.78,+2396.91,-5.56499,-1205.46,-2069.33,-1186.14,+2078.66
2009-07-20 14:30:00 PDT,+5560.45,+2398.18,-3.27861,-1214.27,-2054.16,-1170.67,+2078.66
2009-07-20 15:00:00 PDT,+2506.13,+2397.99,-3.61486,-1205.38,-2069.45,-1187.12,+2078.64
2009-07-20 15:30:00 PDT,+2569.81,+2397.58,-4.36388,-1205.31,-2069.58,-1187.12,+2078.65
2009-07-20 16:00:00 PDT,+4536.24,+2397.71,-4.12371,-1211.08,-2059.7,-1176.59,+2078.68
2009-07-20 16:30:00 PDT,+2220.91,+2397.86,-3.85488,-1204.75,-2070.52,-1189.29,+2078.62
2009-07-20 17:00:00 PDT,+2201.11,+2398.12,-3.38435,-1204.84,-2070.36,-1189.15,+2078.62
2009-07-20 17:30:00 PDT,+2131.91,+2397.99,-3.62421,-1204.71,-2070.59,-1189.92,+2078.61
2009-07-20 18:00:00 PDT,+2807.78,+2397.74,-4.07566,-1206.36,-2067.8,-1186.24,+2078.65
2009-07-20 18:30:00 PDT,+6463.41,+2389.83,-18.0321,-1208.45,-2064.25,-1166.05,+2078.66
2009-07-20 19:00:00 PDT,+5929.31,+2392.62,-13.1574,-1209.86,-2061.85,-1169.12,+2078.69
2009-07-20 19:30:00 PDT,+4109.98,+2397.92,-3.73954,-1210.23,-2061.2,-1179.15,+2078.7
2009-07-20 20:00:00 PDT,+3290.9,+2396.32,-6.6126,-1206.28,-2067.93,-1183.68,+2078.68
2009-07-20 20:30:00 PDT,+2854.09,+2397.45,-4.58494,-1206.18,-2068.11,-1185.95,+2078.66
2009-07-20 21:00:00 PDT,+3567.73,+2398.11,-3.4036,-1208.69,-2063.83,-1181.7,+2078.68
2009-07-20 21:30:00 PDT,+4146.33,+2397.78,-3.99893,-1210.12,-2061.39,-1178.82,+2078.69
2009-07-20 22:00:00 PDT,+7071.31,+2397,-5.39243,-1219.04,-2024.42,-1184.07,+2078.67
2009-07-20 22:30:00 PDT,+8870.52,+2396.55,-6.20844,-1212.22,-2057.77,-1132.65,+2067.57
2009-07-20 23:00:00 PDT,+4357.92,+2396.95,-5.47921,-1210.42,-2060.87,-1178.79,+2078.69
2009-07-20 23:30:00 PDT,+7257.8,+2395.66,-7.79481,-1206.49,-2067.59,-1141.06,+2067.87
2009-07-21 00:00:00 PDT,+2659.7,+2397.45,-4.58483,-1205.69,-2068.93,-1187.15,+2078.65
2009-07-21 00:30:00 PDT,+2495.71,+2397.78,-3.99888,-1205.29,-2069.6,-1187.5,+2078.64
2009-07-21 01:00:00 PDT,+2026.76,+2398.25,-3.14421,-1204.28,-2071.32,-1189.68,+2078.62
2009-07-21 01:30:00 PDT,+2149.76,+2397.68,-4.18144,-1204.41,-2071.1,-1189.77,+2078.62
2009-07-21 02:00:00 PDT,+2216.77,+2397.56,-4.38307,-1204.52,-2070.91,-1189.48,+2078.62
2009-07-21 02:30:00 PDT,+1935.43,+2397.99,-3.62426,-1204.1,-2071.61,-1190.89,+2078.6
2009-07-21 03:00:00 PDT,+2274.05,+2397.9,-3.77831,-1204.77,-2070.48,-1188.66,+2078.63
