# file...... V_tm_5.csv
# date...... Fri May 18 11:46:14 2012
# user...... Luca Meschiari
# host...... (null)
# target.... triplex_meter 64
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2009-07-20 00:00:00 PDT,+215,-60.4289,-103.132,-60.4291,-103.217,-120.858,-206.348
2009-07-20 00:30:00 PDT,+226,-60.4238,-103.138,-60.4239,-103.227,-120.848,-206.365
2009-07-20 01:00:00 PDT,+172,-60.2489,-103.455,-60.2488,-103.523,-120.498,-206.978
2009-07-20 01:30:00 PDT,+129,-60.2414,-103.479,-60.2413,-103.53,-120.483,-207.009
2009-07-20 02:00:00 PDT,+128,-60.2341,-103.491,-60.234,-103.542,-120.468,-207.033
2009-07-20 02:30:00 PDT,+127,-60.1558,-103.626,-60.1557,-103.676,-120.311,-207.302
2009-07-20 03:00:00 PDT,+121,-60.1549,-103.629,-60.1548,-103.677,-120.31,-207.306
2009-07-20 03:30:00 PDT,+119,-60.1523,-103.634,-60.1522,-103.681,-120.305,-207.315
2009-07-20 04:00:00 PDT,+119,-60.1672,-103.608,-60.1672,-103.655,-120.334,-207.263
2009-07-20 04:30:00 PDT,+119,-60.1653,-103.612,-60.1652,-103.659,-120.33,-207.27
2009-07-20 05:00:00 PDT,+118,-60.1841,-103.58,-60.1841,-103.626,-120.368,-207.206
2009-07-20 05:30:00 PDT,+117,-60.1645,-103.614,-60.1644,-103.66,-120.329,-207.274
2009-07-20 06:00:00 PDT,+154,-60.1778,-103.581,-60.1778,-103.642,-120.356,-207.223
2009-07-20 06:30:00 PDT,+345,-60.2606,-103.395,-60.2605,-103.532,-120.521,-206.927
2009-07-20 07:00:00 PDT,+317,-60.2317,-103.45,-60.2316,-103.576,-120.463,-207.026
2009-07-20 07:30:00 PDT,+109,-60.1733,-103.601,-60.1732,-103.644,-120.347,-207.244
2009-07-20 08:00:00 PDT,+48,-60.2505,-103.483,-60.2504,-103.502,-120.501,-206.986
2009-07-20 08:30:00 PDT,+48,-60.1633,-103.633,-60.1633,-103.652,-120.327,-207.285
2009-07-20 09:00:00 PDT,+114,-60.1676,-103.609,-60.1675,-103.654,-120.335,-207.263
2009-07-20 09:30:00 PDT,+122,-60.1252,-103.68,-60.1251,-103.728,-120.25,-207.407
2009-07-20 10:00:00 PDT,+119,-60.259,-103.451,-60.2589,-103.498,-120.518,-206.949
2009-07-20 10:30:00 PDT,+119,-60.1984,-103.555,-60.1983,-103.602,-120.397,-207.157
2009-07-20 11:00:00 PDT,+119,-60.2469,-103.475,-60.2468,-103.523,-120.494,-206.998
2009-07-20 11:30:00 PDT,+119,-60.2484,-103.475,-60.2484,-103.523,-120.497,-206.998
2009-07-20 12:00:00 PDT,+118,-60.315,-103.361,-60.315,-103.408,-120.63,-206.769
2009-07-20 12:30:00 PDT,+119,-60.2773,-103.428,-60.2773,-103.475,-120.555,-206.903
2009-07-20 13:00:00 PDT,+119,-60.266,-103.443,-60.266,-103.49,-120.532,-206.933
2009-07-20 13:30:00 PDT,+119,-60.3891,-103.226,-60.3892,-103.273,-120.778,-206.498
2009-07-20 14:00:00 PDT,+119,-60.2764,-103.421,-60.2764,-103.468,-120.553,-206.889
2009-07-20 14:30:00 PDT,+118,-60.7155,-102.648,-60.7158,-102.695,-121.431,-205.343
2009-07-20 15:00:00 PDT,+54,-60.2703,-103.448,-60.2703,-103.469,-120.541,-206.917
2009-07-20 15:30:00 PDT,+54,-60.2664,-103.455,-60.2664,-103.476,-120.533,-206.931
2009-07-20 16:00:00 PDT,+108,-60.5561,-102.934,-60.5562,-102.977,-121.112,-205.912
2009-07-20 16:30:00 PDT,+130,-60.2417,-103.478,-60.2417,-103.529,-120.483,-207.007
2009-07-20 17:00:00 PDT,+126,-60.2462,-103.471,-60.2462,-103.521,-120.492,-206.991
2009-07-20 17:30:00 PDT,+125,-60.2396,-103.483,-60.2396,-103.532,-120.479,-207.015
2009-07-20 18:00:00 PDT,+125,-60.3216,-103.341,-60.3216,-103.391,-120.643,-206.732
2009-07-20 18:30:00 PDT,+156,-60.4251,-103.153,-60.4253,-103.215,-120.85,-206.369
2009-07-20 19:00:00 PDT,+227,-60.4987,-103.006,-60.4989,-103.096,-120.998,-206.102
