# file...... V_tm_7.csv
# date...... Fri May 18 11:47:13 2012
# user...... Luca Meschiari
# host...... (null)
# target.... triplex_meter 66
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2009-07-20 00:00:00 PDT,+55,+119.796,-0.347606,+119.815,-0.336714,+239.611,-0.68432
2009-07-20 00:30:00 PDT,+82,+119.757,-0.410969,+119.785,-0.394738,+239.541,-0.805707
2009-07-20 01:00:00 PDT,+88,+119.738,-0.443606,+119.768,-0.426193,+239.505,-0.869799
2009-07-20 01:30:00 PDT,+89,+119.773,-0.380936,+119.803,-0.363314,+239.576,-0.74425
2009-07-20 02:00:00 PDT,+52,+119.838,-0.274576,+119.856,-0.26427,+239.694,-0.538845
2009-07-20 02:30:00 PDT,+74,+119.83,-0.282728,+119.855,-0.268063,+239.685,-0.55079
2009-07-20 03:00:00 PDT,+90,+119.788,-0.354403,+119.818,-0.336579,+239.606,-0.690982
2009-07-20 03:30:00 PDT,+94,+119.785,-0.358397,+119.817,-0.339782,+239.601,-0.698179
2009-07-20 04:00:00 PDT,+55,+119.859,-0.237011,+119.877,-0.226107,+239.736,-0.463118
2009-07-20 04:30:00 PDT,+69,+119.813,-0.313853,+119.837,-0.300183,+239.65,-0.614036
2009-07-20 05:00:00 PDT,+90,+119.79,-0.349999,+119.821,-0.332174,+239.61,-0.682174
2009-07-20 05:30:00 PDT,+89,+119.818,-0.299992,+119.848,-0.282357,+239.666,-0.582349
2009-07-20 06:00:00 PDT,+51,+119.837,-0.27566,+119.855,-0.265552,+239.692,-0.541212
2009-07-20 06:30:00 PDT,+586,+119.204,-1.24051,+119.406,-1.1254,+238.61,-2.36591
2009-07-20 07:00:00 PDT,+394,+119.458,-0.851205,+119.594,-0.773525,+239.052,-1.62473
2009-07-20 07:30:00 PDT,+87,+119.799,-0.33508,+119.829,-0.317847,+239.627,-0.652927
2009-07-20 08:00:00 PDT,+71,+119.81,-0.318923,+119.834,-0.304858,+239.644,-0.623781
2009-07-20 08:30:00 PDT,+58,+119.856,-0.241573,+119.875,-0.230075,+239.731,-0.471648
2009-07-20 09:00:00 PDT,+87,+119.781,-0.366579,+119.811,-0.349351,+239.592,-0.715929
2009-07-20 09:30:00 PDT,+87,+119.639,-0.618127,+119.669,-0.600942,+239.309,-1.21907
2009-07-20 10:00:00 PDT,+60,+119.843,-0.263033,+119.864,-0.25114,+239.707,-0.514173
2009-07-20 10:30:00 PDT,+76,+119.8,-0.33679,+119.826,-0.321737,+239.625,-0.658527
2009-07-20 11:00:00 PDT,+491,+119.306,-1.09084,+119.476,-0.994256,+238.782,-2.0851
2009-07-20 11:30:00 PDT,+785,+118.979,-1.57265,+119.251,-1.41892,+238.231,-2.99157
2009-07-20 12:00:00 PDT,+831,+118.893,-1.70676,+119.181,-1.54424,+238.075,-3.251
2009-07-20 12:30:00 PDT,+1016,+118.649,-2.06705,+119.003,-1.86902,+237.653,-3.93607
2009-07-20 13:00:00 PDT,+525,+119.272,-1.14078,+119.453,-1.03755,+238.726,-2.17833
2009-07-20 13:30:00 PDT,+88,+119.704,-0.503584,+119.734,-0.486182,+239.438,-0.989766
2009-07-20 14:00:00 PDT,+84,+119.717,-0.481296,+119.746,-0.464681,+239.463,-0.945977
2009-07-20 14:30:00 PDT,+60,+119.833,-0.280638,+119.854,-0.268747,+239.687,-0.549385
2009-07-20 15:00:00 PDT,+53,+119.818,-0.311617,+119.836,-0.301117,+239.653,-0.612734
2009-07-20 15:30:00 PDT,+85,+119.774,-0.3807,+119.803,-0.363871,+239.577,-0.744571
2009-07-20 16:00:00 PDT,+87,+119.786,-0.358435,+119.816,-0.341206,+239.602,-0.699641
2009-07-20 16:30:00 PDT,+69,+119.802,-0.335094,+119.825,-0.321426,+239.627,-0.65652
2009-07-20 17:00:00 PDT,+49,+119.829,-0.291693,+119.846,-0.281984,+239.675,-0.573677
2009-07-20 17:30:00 PDT,+85,+119.808,-0.318838,+119.837,-0.301998,+239.646,-0.620836
2009-07-20 18:00:00 PDT,+88,+119.787,-0.356631,+119.817,-0.339203,+239.603,-0.695834
2009-07-20 18:30:00 PDT,+76,+119.11,-1.51623,+119.137,-1.50135,+238.247,-3.01757
2009-07-20 19:00:00 PDT,+50,+119.361,-1.11017,+119.378,-1.10034,+238.74,-2.21052
2009-07-20 19:30:00 PDT,+79,+119.815,-0.326351,+119.842,-0.310702,+239.656,-0.637053
2009-07-20 20:00:00 PDT,+87,+119.667,-0.569532,+119.697,-0.552338,+239.363,-1.12187
2009-07-20 20:30:00 PDT,+78,+119.773,-0.390027,+119.8,-0.374585,+239.573,-0.764612
2009-07-20 21:00:00 PDT,+47,+119.829,-0.29118,+119.846,-0.281867,+239.675,-0.573047
2009-07-20 21:30:00 PDT,+76,+119.794,-0.346038,+119.82,-0.330986,+239.614,-0.677023
2009-07-20 22:00:00 PDT,+86,+119.725,-0.46629,+119.754,-0.449276,+239.479,-0.915566
2009-07-20 22:30:00 PDT,+83,+119.688,-0.532227,+119.716,-0.515818,+239.404,-1.04805
2009-07-20 23:00:00 PDT,+48,+119.727,-0.455071,+119.743,-0.445574,+239.47,-0.900644
2009-07-20 23:30:00 PDT,+75,+119.613,-0.666525,+119.639,-0.651717,+239.252,-1.31824
2009-07-21 00:00:00 PDT,+88,+119.762,-0.399638,+119.792,-0.382217,+239.555,-0.781855
2009-07-21 00:30:00 PDT,+79,+119.793,-0.348881,+119.82,-0.333235,+239.612,-0.682116
2009-07-21 01:00:00 PDT,+48,+119.841,-0.271551,+119.857,-0.262037,+239.698,-0.533588
2009-07-21 01:30:00 PDT,+76,+119.784,-0.364053,+119.81,-0.349003,+239.595,-0.713056
2009-07-21 02:00:00 PDT,+88,+119.772,-0.383228,+119.802,-0.365804,+239.573,-0.749032
2009-07-21 02:30:00 PDT,+77,+119.81,-0.317561,+119.837,-0.302306,+239.647,-0.619867
2009-07-21 03:00:00 PDT,+43,+119.812,-0.323642,+119.827,-0.315124,+239.639,-0.638766
2009-07-21 03:30:00 PDT,+83,+119.745,-0.431804,+119.774,-0.415379,+239.519,-0.847184
2009-07-21 04:00:00 PDT,+87,+119.757,-0.409877,+119.787,-0.392657,+239.544,-0.802534
2009-07-21 04:30:00 PDT,+67,+119.78,-0.374053,+119.803,-0.360787,+239.583,-0.73484
2009-07-21 05:00:00 PDT,+51,+119.829,-0.290539,+119.847,-0.280433,+239.676,-0.570973
2009-07-21 05:30:00 PDT,+88,+119.758,-0.407051,+119.788,-0.389632,+239.547,-0.796683
2009-07-21 06:00:00 PDT,+87,+119.76,-0.404782,+119.79,-0.387561,+239.549,-0.792344
2009-07-21 06:30:00 PDT,+49,+119.832,-0.285489,+119.849,-0.275778,+239.681,-0.561267
2009-07-21 07:00:00 PDT,+70,+119.778,-0.374348,+119.802,-0.360488,+239.58,-0.734836
2009-07-21 07:30:00 PDT,+88,+119.769,-0.388654,+119.799,-0.371232,+239.567,-0.759886
2009-07-21 08:00:00 PDT,+72,+119.795,-0.344833,+119.82,-0.330573,+239.615,-0.675406
2009-07-21 08:30:00 PDT,+48,+119.786,-0.367646,+119.802,-0.358142,+239.588,-0.725788
2009-07-21 09:00:00 PDT,+89,+119.754,-0.414496,+119.784,-0.396881,+239.538,-0.811377
2009-07-21 09:30:00 PDT,+90,+119.754,-0.414134,+119.785,-0.396321,+239.539,-0.810455
2009-07-21 10:00:00 PDT,+47,+119.788,-0.364831,+119.804,-0.355525,+239.593,-0.720356
2009-07-21 10:30:00 PDT,+76,+119.786,-0.361984,+119.812,-0.346934,+239.597,-0.708917
2009-07-21 11:00:00 PDT,+90,+119.489,-0.881956,+119.52,-0.864225,+239.008,-1.74618
2009-07-21 11:30:00 PDT,+72,+118.541,-2.47448,+118.566,-2.46052,+237.107,-4.93501
2009-07-21 12:00:00 PDT,+50,+116.813,-3.61832,+116.83,-3.60866,+233.643,-7.22698
2009-07-21 12:30:00 PDT,+88,+119.478,-0.900063,+119.509,-0.882729,+238.987,-1.78279
2009-07-21 13:00:00 PDT,+89,+119.121,-1.51233,+119.152,-1.49491,+238.273,-3.00724
