# file...... V_Data_transformer.csv
# date...... Fri May 18 11:47:13 2012
# user...... Luca Meschiari
# host...... (null)
# target.... meter 14
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_A.real,voltage_A.imag, voltage_B.real,voltage_B.imag, voltage_C.real,voltage_C.imag
2009-07-20 00:00:00 PDT,+3525.19,+2396.23,-6.76133,-1214.01,-2054.69,-1170.62,+2078.7
2009-07-20 00:30:00 PDT,+3564.13,+2395.59,-7.91374,-1213.82,-2055.01,-1170.86,+2078.7
2009-07-20 01:00:00 PDT,+2441.04,+2395.26,-8.50612,-1208.08,-2064.88,-1180.83,+2078.69
2009-07-20 01:30:00 PDT,+2284.08,+2395.96,-7.25706,-1207.89,-2065.21,-1181.89,+2078.68
2009-07-20 02:00:00 PDT,+2060.65,+2397.05,-5.28832,-1207.64,-2065.62,-1183.26,+2078.68
2009-07-20 02:30:00 PDT,+1466.64,+2397.02,-5.35209,-1205.03,-2070.04,-1189.11,+2078.62
2009-07-20 03:00:00 PDT,+1606.75,+2396.26,-6.71268,-1205.01,-2070.07,-1188.06,+2078.63
2009-07-20 03:30:00 PDT,+1590.7,+2396.22,-6.77667,-1204.93,-2070.21,-1188.26,+2078.63
2009-07-20 04:00:00 PDT,+1492.75,+2397.48,-4.51988,-1205.43,-2069.37,-1188.45,+2078.63
2009-07-20 04:30:00 PDT,+1634.74,+2396.66,-5.9925,-1205.36,-2069.49,-1187.4,+2078.64
2009-07-20 05:00:00 PDT,+1807.9,+2396.31,-6.63263,-1205.99,-2068.43,-1186.19,+2078.65
2009-07-20 05:30:00 PDT,+1546.65,+2396.86,-5.64011,-1205.33,-2069.53,-1188.56,+2078.63
2009-07-20 06:00:00 PDT,+1629.79,+2397.04,-5.30434,-1205.74,-2068.86,-1187.44,+2078.64
2009-07-20 06:30:00 PDT,+3036.81,+2387.34,-22.4232,-1208.2,-2064.68,-1186.11,+2078.65
2009-07-20 07:00:00 PDT,+2377.59,+2391.35,-15.4225,-1207.29,-2066.23,-1188.37,+2078.63
2009-07-20 07:30:00 PDT,+1712.89,+2396.47,-6.34449,-1205.64,-2069.01,-1186.92,+2078.65
2009-07-20 08:00:00 PDT,+2342.92,+2396.6,-6.10455,-1208.29,-2064.53,-1180.28,+2078.7
2009-07-20 08:30:00 PDT,+1559.79,+2397.44,-4.59988,-1205.39,-2069.44,-1187.23,+2078.64
2009-07-20 09:00:00 PDT,+1743.86,+2396.12,-6.96888,-1205.45,-2069.34,-1186.68,+2078.65
2009-07-20 09:30:00 PDT,+2058.74,+2393.32,-11.9503,-1204.04,-2071.71,-1183.86,+2078.67
2009-07-20 10:00:00 PDT,+2202.34,+2397.2,-5.03208,-1208.48,-2064.19,-1182.02,+2078.68
2009-07-20 10:30:00 PDT,+1911.2,+2396.42,-6.42468,-1206.47,-2067.62,-1184.99,+2078.66
2009-07-20 11:00:00 PDT,+3095.27,+2388.85,-19.8109,-1208.05,-2064.92,-1181.74,+2078.69
2009-07-20 11:30:00 PDT,+3568.84,+2383.95,-28.2586,-1208.08,-2064.88,-1182.81,+2078.68
2009-07-20 12:00:00 PDT,+4267.81,+2382.49,-30.7585,-1210.3,-2061.08,-1177.22,+2078.7
2009-07-20 12:30:00 PDT,+4429.68,+2378.67,-37.2058,-1209.03,-2063.25,-1179.16,+2078.7
2009-07-20 13:00:00 PDT,+3271.7,+2388.35,-20.6763,-1208.69,-2063.84,-1180.75,+2078.69
2009-07-20 13:30:00 PDT,+3667.03,+2394.57,-9.72337,-1212.81,-2056.76,-1169.03,+2078.7
