# file...... house1.csv
# date...... Tue Aug  7 11:12:12 2012
# user...... mike
# host...... (null)
# target.... house 13
# trigger... (none)
# interval.. 60
# limit..... 1000000
# timestamp,air_temperature
2012-08-07 11:13:12 PDT,+77.47
2012-08-07 11:14:12 PDT,+77.5038
2012-08-07 11:15:12 PDT,+77.5376
2012-08-07 11:16:12 PDT,+77.5714
2012-08-07 11:17:12 PDT,+77.6051
2012-08-07 11:18:12 PDT,+77.6388
2012-08-07 11:19:12 PDT,+77.6725
2012-08-07 11:20:12 PDT,+77.7062
2012-08-07 11:21:12 PDT,+77.7398
2012-08-07 11:22:12 PDT,+77.7735
2012-08-07 11:23:12 PDT,+77.8071
2012-08-07 11:24:12 PDT,+77.8407
2012-08-07 11:25:12 PDT,+77.8743
2012-08-07 11:26:12 PDT,+77.9078
2012-08-07 11:27:12 PDT,+77.9414
2012-08-07 11:28:12 PDT,+77.9749
2012-08-07 11:29:12 PDT,+78.0085
2012-08-07 11:30:12 PDT,+78.042
2012-08-07 11:31:12 PDT,+78.0755
2012-08-07 11:32:12 PDT,+78.1091
2012-08-07 11:33:12 PDT,+78.1426
2012-08-07 11:34:12 PDT,+78.1761
2012-08-07 11:35:12 PDT,+78.2096
2012-08-07 11:36:12 PDT,+78.243
2012-08-07 11:37:12 PDT,+78.2765
2012-08-07 11:38:12 PDT,+78.31
2012-08-07 11:39:12 PDT,+78.3435
2012-08-07 11:40:12 PDT,+78.3769
2012-08-07 11:41:12 PDT,+78.4104
2012-08-07 11:42:12 PDT,+78.4439
2012-08-07 11:43:12 PDT,+78.4773
2012-08-07 11:44:12 PDT,+78.5108
2012-08-07 11:45:12 PDT,+78.5443
2012-08-07 11:46:12 PDT,+78.5777
2012-08-07 11:47:12 PDT,+78.6112
2012-08-07 11:48:12 PDT,+78.6447
2012-08-07 11:49:12 PDT,+78.6781
2012-08-07 11:50:12 PDT,+78.7114
2012-08-07 11:51:12 PDT,+78.7447
2012-08-07 11:52:12 PDT,+78.7779
2012-08-07 11:53:12 PDT,+78.8112
2012-08-07 11:54:12 PDT,+78.8443
2012-08-07 11:55:12 PDT,+78.8775
2012-08-07 11:56:12 PDT,+78.9106
2012-08-07 11:57:12 PDT,+78.9437
2012-08-07 11:58:12 PDT,+78.9768
2012-08-07 11:59:12 PDT,+79.0099
2012-08-07 12:00:12 PDT,+79.043
2012-08-07 12:01:12 PDT,+79.0762
2012-08-07 12:02:12 PDT,+79.1095
2012-08-07 12:03:12 PDT,+79.1429
2012-08-07 12:04:12 PDT,+79.1763
2012-08-07 12:05:12 PDT,+79.2097
2012-08-07 12:06:12 PDT,+79.2433
2012-08-07 12:07:12 PDT,+79.2768
2012-08-07 12:08:12 PDT,+79.3104
2012-08-07 12:09:12 PDT,+79.344
2012-08-07 12:10:12 PDT,+79.3776
2012-08-07 12:11:12 PDT,+79.4112
2012-08-07 12:12:12 PDT,+79.4449
2012-08-07 12:13:12 PDT,+79.4786
2012-08-07 12:14:12 PDT,+79.5123
2012-08-07 12:15:12 PDT,+79.546
2012-08-07 12:16:12 PDT,+79.5798
2012-08-07 12:17:12 PDT,+79.6135
2012-08-07 12:18:12 PDT,+79.6473
2012-08-07 12:19:12 PDT,+79.6811
2012-08-07 12:20:12 PDT,+79.7149
2012-08-07 12:21:12 PDT,+79.7488
2012-08-07 12:22:12 PDT,+79.7826
2012-08-07 12:23:12 PDT,+79.8165
2012-08-07 12:24:12 PDT,+79.8504
2012-08-07 12:25:12 PDT,+79.8843
2012-08-07 12:26:12 PDT,+79.9182
2012-08-07 12:27:12 PDT,+79.9522
2012-08-07 12:28:12 PDT,+79.9862
2012-08-07 12:29:12 PDT,+80.0201
2012-08-07 12:30:12 PDT,+80.0542
2012-08-07 12:31:12 PDT,+80.0882
2012-08-07 12:32:12 PDT,+80.1222
2012-08-07 12:33:12 PDT,+80.1563
2012-08-07 12:34:12 PDT,+80.1904
2012-08-07 12:35:12 PDT,+80.2245
2012-08-07 12:36:12 PDT,+80.2587
2012-08-07 12:37:12 PDT,+80.2928
2012-08-07 12:38:12 PDT,+80.327
2012-08-07 12:39:12 PDT,+80.3612
2012-08-07 12:40:12 PDT,+80.3954
2012-08-07 12:41:12 PDT,+80.4297
2012-08-07 12:42:12 PDT,+80.464
2012-08-07 12:43:12 PDT,+80.4983
2012-08-07 12:44:12 PDT,+80.5326
2012-08-07 12:45:12 PDT,+80.567
2012-08-07 12:46:12 PDT,+80.6014
2012-08-07 12:47:12 PDT,+80.6358
2012-08-07 12:48:12 PDT,+80.6702
2012-08-07 12:49:12 PDT,+80.7047
2012-08-07 12:50:12 PDT,+80.7392
2012-08-07 12:51:12 PDT,+80.7737
2012-08-07 12:52:12 PDT,+80.8083
2012-08-07 12:53:12 PDT,+80.8429
2012-08-07 12:54:12 PDT,+80.8775
2012-08-07 12:55:12 PDT,+80.9121
2012-08-07 12:56:12 PDT,+80.9468
2012-08-07 12:57:12 PDT,+80.9815
2012-08-07 12:58:12 PDT,+81.0163
2012-08-07 12:59:12 PDT,+81.051
2012-08-07 13:00:12 PDT,+81.0858
2012-08-07 13:01:12 PDT,+81.1207
2012-08-07 13:02:12 PDT,+81.1558
2012-08-07 13:03:12 PDT,+81.1912
