# file...... V_tm_8.csv,,,,,,,,,
# date...... Fri May 18 11:44:36 2012,,,,,,,,,
# user...... Luca Meschiari,,,,,,,,,
# host...... (null),,,,,,,,,
# target.... triplex_meter 67,,,,,,,,,
# trigger... (none),,,,,,,,,
# interval.. 1800,,,,,,,,,
# limit..... 1000000,,,,,,,,,
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag,,
2009-07-24 04:30:00 PDT,112,-60.0188,-103.86,-60.0186,-103.905,-120.037,-207.765,119.954808,119.9936722
2009-07-24 05:00:00 PDT,138,-60.0199,-103.85,-60.0196,-103.905,-120.039,-207.755,119.9467002,119.9941724
2009-07-24 05:30:00 PDT,120,-60.0191,-103.858,-60.0189,-103.905,-120.038,-207.763,119.9532264,119.9938223
2009-07-24 06:00:00 PDT,113,-60.0224,-103.852,-60.0223,-103.897,-120.045,-207.749,119.9496828,119.9885957
2009-07-24 06:30:00 PDT,102,-60.0253,-103.862,-60.0252,-103.902,-120.05,-207.764,119.9597919,119.9943759
2009-07-24 07:00:00 PDT,148,-60.0347,-103.825,-60.0345,-103.883,-120.069,-207.709,119.9324636,119.9825774
2009-07-24 07:30:00 PDT,109,-60.0189,-103.861,-60.0187,-103.904,-120.038,-207.765,119.9557238,119.9928563
2009-07-24 08:00:00 PDT,108,-60.0189,-103.859,-60.0187,-103.902,-120.038,-207.761,119.9539922,119.9911245
2009-07-24 08:30:00 PDT,126,-60.02,-103.853,-60.0198,-103.902,-120.04,-207.755,119.9493477,119.9916747
2009-07-24 09:00:00 PDT,98,-60.0164,-103.867,-60.0162,-103.905,-120.033,-207.772,119.959668,119.9924718
2009-07-24 09:30:00 PDT,662,-60.0642,-103.629,-60.0635,-103.89,-120.128,-207.519,119.777618,120.0031505
2009-07-24 10:00:00 PDT,322,-60.0389,-103.765,-60.0385,-103.893,-120.077,-207.658,119.882629,119.993237
2009-07-24 10:30:00 PDT,461,-60.0474,-103.714,-60.0468,-103.896,-120.094,-207.609,119.8427471,119.9999875
2009-07-24 11:00:00 PDT,120,-60.0321,-103.829,-60.0319,-103.876,-120.064,-207.705,119.934625,119.9752157
2009-07-24 11:30:00 PDT,167,-60.0371,-103.807,-60.0368,-103.873,-120.074,-207.68,119.918083,119.9750703
2009-07-24 12:00:00 PDT,115,-60.0267,-103.841,-60.0266,-103.886,-120.053,-207.728,119.9423111,119.9812223
2009-07-24 12:30:00 PDT,694,-60.0571,-103.636,-60.0564,-103.91,-120.114,-207.546,119.7801142,120.0169125
2009-07-24 13:00:00 PDT,146,-60.0309,-103.826,-60.0307,-103.884,-120.062,-207.71,119.9314272,119.9815419
2009-07-24 13:30:00 PDT,229,-60.0343,-103.798,-60.034,-103.888,-120.068,-207.686,119.9088903,119.9866563
2009-07-24 14:00:00 PDT,269,-60.0362,-103.785,-60.0358,-103.891,-120.072,-207.676,119.8985885,119.9901544
2009-07-24 14:30:00 PDT,307,-60.036,-103.779,-60.0356,-103.9,-120.072,-207.679,119.8932948,119.9978469
2009-07-24 15:00:00 PDT,575,-60.055,-103.67,-60.0544,-103.897,-120.109,-207.567,119.8084802,120.0046564
2009-07-24 15:30:00 PDT,440,-60.0464,-103.72,-60.0459,-103.894,-120.092,-207.614,119.8474387,119.9978056
2009-07-24 16:00:00 PDT,152,-60.0267,-103.832,-60.0265,-103.892,-120.053,-207.725,119.9345194,119.9863674
2009-07-24 16:30:00 PDT,253,-60.0348,-103.791,-60.0344,-103.891,-120.069,-207.681,119.9030812,119.989454
2009-07-24 17:00:00 PDT,146,-60.0291,-103.831,-60.0289,-103.888,-120.058,-207.719,119.9348548,119.9841047
2009-07-24 17:30:00 PDT,143,-60.0296,-103.832,-60.0294,-103.888,-120.059,-207.721,119.9359708,119.9843548
2009-07-24 18:00:00 PDT,728,-60.0842,-103.571,-60.0836,-103.859,-120.168,-207.43,119.7374759,119.9863779
2009-07-24 18:30:00 PDT,506,-60.0673,-103.661,-60.0668,-103.861,-120.134,-207.522,119.8068589,119.9796974
2009-07-24 19:00:00 PDT,523,-60.0606,-103.671,-60.06,-103.878,-120.121,-207.549,119.8121526,119.99101
2009-07-24 19:30:00 PDT,281,-60.0566,-103.739,-60.0563,-103.85,-120.113,-207.589,119.8689923,119.9649185
2009-07-24 20:00:00 PDT,222,-60.0633,-103.739,-60.063,-103.827,-120.126,-207.566,119.8723493,119.9483635
2009-07-24 20:30:00 PDT,190,-60.0435,-103.792,-60.0433,-103.867,-120.087,-207.66,119.9083031,119.9731285
2009-07-24 21:00:00 PDT,230,-60.0924,-103.546,-60.0923,-103.637,-120.185,-207.182,119.7199676,119.7986322
2009-07-24 21:30:00 PDT,345,-60.0513,-103.74,-60.0509,-103.876,-120.102,-207.617,119.8672025,119.9847239
2009-07-24 22:00:00 PDT,373,-60.0745,-103.681,-60.0741,-103.828,-120.149,-207.51,119.8277735,119.9547876
2009-07-24 22:30:00 PDT,304,-60.0503,-103.746,-60.0499,-103.866,-120.1,-207.612,119.8718943,119.975566
2009-07-24 23:00:00 PDT,282,-60.0544,-103.745,-60.054,-103.856,-120.108,-207.601,119.8730828,119.9689612
2009-07-24 23:30:00 PDT,236,-60.0658,-103.731,-60.0655,-103.824,-120.131,-207.555,119.8666788,119.9470186
2009-07-25 00:00:00 PDT,256,-60.0383,-103.783,-60.0379,-103.884,-120.076,-207.667,119.8979089,119.9851445
2009-07-25 00:30:00 PDT,409,-60.0487,-103.724,-60.0482,-103.885,-120.097,-207.609,119.8520527,119.9911645
2009-07-25 01:00:00 PDT,193,-60.0273,-103.821,-60.0271,-103.897,-120.054,-207.718,119.9252967,119.9909969
2009-07-25 01:30:00 PDT,121,-60.0206,-103.853,-60.0204,-103.9,-120.041,-207.753,119.9496479,119.990243
2009-07-25 02:00:00 PDT,137,-60.0405,-103.807,-60.0403,-103.862,-120.081,-207.669,119.9197852,119.9672983
2009-07-25 02:30:00 PDT,268,-60.0398,-103.777,-60.0395,-103.883,-120.079,-207.66,119.8934665,119.9850793
2009-07-25 03:00:00 PDT,239,-60.0841,-103.557,-60.0839,-103.652,-120.168,-207.209,119.7253161,119.807396
2009-07-25 03:30:00 PDT,175,-60.0303,-103.819,-60.0301,-103.889,-120.06,-207.708,119.9250669,119.9855709
2009-07-25 04:00:00 PDT,159,-60.0244,-103.836,-60.0241,-103.898,-120.048,-207.734,119.9368313,119.990362
2009-07-25 04:30:00 PDT,153,-60.0223,-103.842,-60.022,-103.902,-120.044,-207.744,119.9409749,119.9927751
2009-07-25 05:00:00 PDT,150,-60.022,-103.843,-60.0217,-103.902,-120.044,-207.745,119.9416906,119.9926251
2009-07-25 05:30:00 PDT,147,-60.0215,-103.844,-60.0213,-103.902,-120.043,-207.747,119.9423061,119.992425
2009-07-25 06:00:00 PDT,129,-60.0217,-103.849,-60.0215,-103.9,-120.043,-207.749,119.9467351,119.9907932
2009-07-25 06:30:00 PDT,128,-60.0232,-103.846,-60.0231,-103.896,-120.046,-207.742,119.9448884,119.98813
2009-07-25 07:00:00 PDT,111,-60.0215,-103.853,-60.0213,-103.897,-120.043,-207.75,119.9500983,119.9880955
2009-07-25 07:30:00 PDT,109,-60.0224,-103.855,-60.0222,-103.898,-120.045,-207.754,119.9522802,119.9894116
2009-07-25 08:00:00 PDT,145,-60.0242,-103.84,-60.024,-103.897,-120.048,-207.737,119.9401942,119.9894461
2009-07-25 08:30:00 PDT,111,-60.0201,-103.856,-60.0199,-103.9,-120.04,-207.756,119.9519951,119.9899929
2009-07-25 09:00:00 PDT,107,-60.0167,-103.864,-60.0166,-103.906,-120.033,-207.77,119.9572206,119.9935378
2009-07-25 09:30:00 PDT,506,-60.0441,-103.709,-60.0435,-103.909,-120.088,-207.618,119.8367666,120.009592
2009-07-25 10:00:00 PDT,286,-60.0293,-103.794,-60.0289,-103.906,-120.058,-207.7,119.9029245,119.9996903
2009-07-25 10:30:00 PDT,397,-60.0373,-103.75,-60.0368,-103.907,-120.074,-207.657,119.8688445,120.0045083
2009-07-25 11:00:00 PDT,138,-60.0336,-103.822,-60.0334,-103.876,-120.067,-207.698,119.9293159,119.9759663
2009-07-25 11:30:00 PDT,180,-60.0375,-103.804,-60.0373,-103.875,-120.075,-207.679,119.9156863,119.977052
2009-07-25 12:00:00 PDT,204,-60.031,-103.811,-60.0307,-103.891,-120.062,-207.702,119.9184918,119.9876028
2009-07-25 12:30:00 PDT,303,-60.0584,-103.733,-60.058,-103.852,-120.116,-207.585,119.8647016,119.9675009
2009-07-25 13:00:00 PDT,124,-60.0401,-103.813,-60.04,-103.862,-120.08,-207.675,119.9247788,119.9671482
2009-07-25 13:30:00 PDT,275,-60.0524,-103.749,-60.052,-103.858,-120.104,-207.607,119.8755427,119.9696915
2009-07-25 14:00:00 PDT,179,-60.042,-103.794,-60.0417,-103.865,-120.084,-207.659,119.9092832,119.9705962
2009-07-25 14:30:00 PDT,147,-60.0938,-103.561,-60.0937,-103.619,-120.188,-207.18,119.7336441,119.7837633
2009-07-25 15:00:00 PDT,567,-60.0706,-103.64,-60.07,-103.864,-120.141,-207.504,119.7903443,119.9838964
2009-07-25 15:30:00 PDT,145,-60.0606,-103.764,-60.0604,-103.821,-120.121,-207.585,119.8926327,119.941868
2009-07-25 16:00:00 PDT,109,-60.0322,-103.832,-60.032,-103.875,-120.064,-207.706,119.9372722,119.9744
2009-07-25 16:30:00 PDT,216,-60.0558,-103.758,-60.0555,-103.844,-120.111,-207.602,119.8850353,119.959324
2009-07-25 17:00:00 PDT,273,-60.1085,-103.501,-60.1084,-103.609,-120.217,-207.109,119.6891339,119.7824888
2009-07-25 17:30:00 PDT,218,-60.0857,-103.705,-60.0855,-103.791,-120.171,-207.496,119.8541546,119.9284745
2009-07-25 18:00:00 PDT,173,-60.0732,-103.74,-60.073,-103.808,-120.146,-207.549,119.8781755,119.9369259
2009-07-25 18:30:00 PDT,202,-60.0537,-103.768,-60.0535,-103.848,-120.107,-207.616,119.8926383,119.9617854
2009-07-25 19:00:00 PDT,239,-60.0447,-103.775,-60.0444,-103.87,-120.089,-207.645,119.8941893,119.9762763
2009-07-25 19:30:00 PDT,237,-60.042,-103.782,-60.0417,-103.875,-120.084,-207.657,119.8988961,119.9792539
2009-07-25 20:00:00 PDT,232,-60.0372,-103.792,-60.0369,-103.884,-120.074,-207.676,119.9051485,119.9846441
2009-07-25 20:30:00 PDT,493,-60.0575,-103.688,-60.0569,-103.883,-120.114,-207.571,119.8253089,119.993787
2009-07-25 21:00:00 PDT,302,-60.0434,-103.767,-60.043,-103.886,-120.086,-207.653,119.8866138,119.9894281
2009-07-25 21:30:00 PDT,315,-60.0434,-103.763,-60.043,-103.888,-120.086,-207.651,119.8831517,119.9911596
2009-07-25 22:00:00 PDT,307,-60.0444,-103.765,-60.044,-103.887,-120.088,-207.652,119.8853836,119.9907943
2009-07-25 22:30:00 PDT,310,-60.0541,-103.748,-60.0538,-103.87,-120.108,-207.618,119.8755289,119.980981
2009-07-25 23:00:00 PDT,247,-60.0423,-103.777,-60.042,-103.875,-120.084,-207.652,119.8947185,119.979404
2009-07-25 23:30:00 PDT,327,-60.047,-103.747,-60.0466,-103.877,-120.094,-207.624,119.8711067,119.9834376
2009-07-26 00:00:00 PDT,216,-60.0376,-103.795,-60.0373,-103.88,-120.075,-207.675,119.9079457,119.981381
2009-07-26 00:30:00 PDT,202,-60.0529,-103.765,-60.0527,-103.845,-120.106,-207.611,119.889641,119.9587879
2009-07-26 01:00:00 PDT,144,-60.0868,-103.581,-60.0867,-103.637,-120.173,-207.218,119.7474304,119.7958233
2009-07-26 01:30:00 PDT,144,-60.046,-103.795,-60.0458,-103.852,-120.092,-207.647,119.9121518,119.9613938
2009-07-26 02:00:00 PDT,144,-60.051,-103.784,-60.0509,-103.841,-120.102,-207.625,119.9051344,119.9544241
2009-07-26 02:30:00 PDT,145,-60.0262,-103.835,-60.0259,-103.892,-120.052,-207.727,119.9368664,119.9860673
2009-07-26 03:00:00 PDT,110,-60.0229,-103.851,-60.0227,-103.894,-120.046,-207.745,119.9490672,119.9861982
2009-07-26 03:30:00 PDT,149,-60.0263,-103.834,-60.026,-103.893,-120.052,-207.728,119.9360507,119.9869831
2009-07-26 04:00:00 PDT,146,-60.0254,-103.836,-60.0252,-103.894,-120.051,-207.73,119.9373317,119.9874488
2009-07-26 04:30:00 PDT,112,-60.0181,-103.86,-60.018,-103.904,-120.036,-207.765,119.9544577,119.9925062
2009-07-26 05:00:00 PDT,290,-60.031,-103.79,-60.0306,-103.904,-120.062,-207.694,119.900313,119.998809
2009-07-26 05:30:00 PDT,233,-60.0279,-103.81,-60.0276,-103.902,-120.055,-207.712,119.9160743,119.9955764
2009-07-26 06:00:00 PDT,176,-60.0234,-103.834,-60.0231,-103.903,-120.046,-207.737,119.9345993,119.9941913
2009-07-26 06:30:00 PDT,156,-60.0272,-103.844,-60.027,-103.906,-120.054,-207.75,119.9451586,119.9987398
2009-07-26 07:00:00 PDT,150,-60.0236,-103.842,-60.0234,-103.902,-120.047,-207.744,119.9416255,119.9934755
2009-07-26 07:30:00 PDT,149,-60.0249,-103.837,-60.0247,-103.896,-120.05,-207.733,119.9379472,119.9889304
2009-07-26 08:00:00 PDT,148,-60.0201,-103.847,-60.0199,-103.905,-120.04,-207.752,119.9442029,119.9943225
2009-07-26 08:30:00 PDT,145,-60.0197,-103.848,-60.0195,-103.905,-120.039,-207.753,119.9448686,119.9941224
2009-07-26 09:00:00 PDT,122,-60.0179,-103.858,-60.0177,-103.906,-120.036,-207.764,119.952626,119.994088
2009-07-26 09:30:00 PDT,134,-60.0215,-103.848,-60.0213,-103.901,-120.043,-207.749,119.9457693,119.9915591
2009-07-26 10:00:00 PDT,667,-60.06,-103.637,-60.0593,-103.901,-120.119,-207.538,119.7824335,120.0105717
2009-07-26 10:30:00 PDT,419,-60.0569,-103.706,-60.0564,-103.871,-120.113,-207.577,119.8405844,119.9831481
2009-07-26 11:00:00 PDT,210,-60.0334,-103.805,-60.0331,-103.888,-120.067,-207.692,119.9144993,119.986206
2009-07-26 11:30:00 PDT,207,-60.0318,-103.809,-60.0315,-103.891,-120.063,-207.7,119.917161,119.988003
2009-07-26 12:00:00 PDT,176,-60.03,-103.82,-60.0297,-103.89,-120.06,-207.71,119.9257825,119.9862366
2009-07-26 12:30:00 PDT,143,-60.0366,-103.815,-60.0364,-103.871,-120.073,-207.686,119.9247579,119.9731385
2009-07-26 13:00:00 PDT,110,-60.0348,-103.828,-60.0346,-103.872,-120.069,-207.7,119.9351108,119.9731036
2009-07-26 13:30:00 PDT,147,-60.0335,-103.82,-60.0333,-103.878,-120.067,-207.698,119.9275345,119.9776479
2009-07-26 14:00:00 PDT,143,-60.0368,-103.814,-60.0366,-103.871,-120.073,-207.685,119.9239924,119.9732386
2009-07-26 14:30:00 PDT,133,-60.0296,-103.831,-60.0294,-103.884,-120.059,-207.715,119.9351051,119.9808915
2009-07-26 15:00:00 PDT,122,-60.0249,-103.843,-60.0247,-103.891,-120.05,-207.734,119.9431418,119.9846011
2009-07-26 15:30:00 PDT,143,-60.022,-103.849,-60.0218,-103.905,-120.044,-207.754,119.9468853,119.9952728
2009-07-26 16:00:00 PDT,145,-60.0456,-103.795,-60.0454,-103.852,-120.091,-207.647,119.9119515,119.9611936
2009-07-26 16:30:00 PDT,144,-60.0567,-103.772,-60.0565,-103.829,-120.113,-207.601,119.897603,119.94684
2009-07-26 17:00:00 PDT,112,-60.0374,-103.822,-60.0372,-103.866,-120.075,-207.689,119.9312181,119.96921
2009-07-26 17:30:00 PDT,219,-60.0483,-103.776,-60.048,-103.862,-120.096,-207.638,119.8968578,119.9711521
2009-07-26 18:00:00 PDT,248,-60.1195,-103.488,-60.1193,-103.586,-120.239,-207.074,119.6834175,119.768066
2009-07-26 18:30:00 PDT,192,-60.0613,-103.758,-60.061,-103.834,-120.122,-207.591,119.8877905,119.9534213
2009-07-26 19:00:00 PDT,165,-60.0353,-103.813,-60.0351,-103.878,-120.07,-207.692,119.9223758,119.9785486
2009-07-26 19:30:00 PDT,151,-60.0317,-103.824,-60.0315,-103.883,-120.063,-207.707,119.9300962,119.9810763
2009-07-26 20:00:00 PDT,345,-60.0451,-103.752,-60.0446,-103.888,-120.09,-207.641,119.8744824,119.9919603
2009-07-26 20:30:00 PDT,150,-60.0312,-103.828,-60.031,-103.888,-120.062,-207.716,119.9333088,119.9851554
2009-07-26 21:00:00 PDT,144,-60.0337,-103.825,-60.0335,-103.881,-120.067,-207.706,119.931963,119.9803454
2009-07-26 21:30:00 PDT,153,-60.0447,-103.801,-60.0445,-103.861,-120.089,-207.662,119.9166944,119.9685346
2009-07-26 22:00:00 PDT,475,-60.0691,-103.677,-60.0686,-103.865,-120.138,-207.542,119.8216053,119.9840612
2009-07-26 22:30:00 PDT,278,-60.0651,-103.727,-60.0648,-103.836,-120.13,-207.563,119.8628665,119.9570552
2009-07-26 23:00:00 PDT,227,-60.0583,-103.748,-60.0581,-103.838,-120.116,-207.586,119.877633,119.9554318
2009-07-26 23:30:00 PDT,231,-60.0472,-103.77,-60.0469,-103.861,-120.094,-207.631,119.8911136,119.9697359
2009-07-27 00:00:00 PDT,188,-60.0351,-103.806,-60.0349,-103.88,-120.07,-207.686,119.916216,119.9801801
2009-07-27 00:30:00 PDT,201,-60.0383,-103.797,-60.0381,-103.876,-120.076,-207.673,119.9100274,119.9783182
2009-07-27 01:00:00 PDT,114,-60.0341,-103.826,-60.034,-103.871,-120.068,-207.698,119.933029,119.9719375
2009-07-27 01:30:00 PDT,143,-60.0525,-103.781,-60.0523,-103.837,-120.105,-207.618,119.903289,119.9516624
2009-07-27 02:00:00 PDT,143,-60.0255,-103.837,-60.0253,-103.894,-120.051,-207.731,119.9382475,119.9874988
2009-07-27 02:30:00 PDT,109,-60.0188,-103.859,-60.0186,-103.902,-120.037,-207.762,119.9539421,119.9910745
2009-07-27 03:00:00 PDT,145,-60.0478,-103.79,-60.0476,-103.848,-120.095,-207.638,119.9087252,119.958832
2009-07-27 03:30:00 PDT,109,-60.0177,-103.862,-60.0175,-103.905,-120.035,-207.767,119.9559893,119.993122
2009-07-27 04:00:00 PDT,146,-60.0205,-103.847,-60.0203,-103.904,-120.041,-207.751,119.9444031,119.9936566
2009-07-27 04:30:00 PDT,113,-60.0201,-103.856,-60.0199,-103.9,-120.04,-207.756,119.9519951,119.9899929
2009-07-27 05:00:00 PDT,109,-60.0185,-103.86,-60.0184,-103.903,-120.037,-207.763,119.9546579,119.9918403
2009-07-27 05:30:00 PDT,148,-60.0201,-103.847,-60.0199,-103.905,-120.04,-207.752,119.9442029,119.9943225
2009-07-27 06:00:00 PDT,111,-60.0226,-103.852,-60.0224,-103.896,-120.045,-207.748,119.9497829,119.9877799
2009-07-27 06:30:00 PDT,253,-60.0316,-103.799,-60.0313,-103.898,-120.063,-207.697,119.9084042,119.9939639
2009-07-27 07:00:00 PDT,250,-60.0654,-103.736,-60.0651,-103.835,-120.131,-207.571,119.8708053,119.9563398
2009-07-27 07:30:00 PDT,181,-60.0739,-103.741,-60.0737,-103.813,-120.148,-207.554,119.8793916,119.9416041
2009-07-27 08:00:00 PDT,155,-60.027,-103.833,-60.0267,-103.894,-120.054,-207.726,119.9355353,119.9881992
2009-07-27 08:30:00 PDT,153,-60.0234,-103.839,-60.0232,-103.899,-120.047,-207.739,119.9389281,119.9907777
2009-07-27 09:00:00 PDT,148,-60.0171,-103.853,-60.0169,-103.911,-120.034,-207.764,119.9478966,119.9980175
2009-07-27 09:30:00 PDT,145,-60.0252,-103.837,-60.025,-103.894,-120.05,-207.731,119.9380974,119.9873488
2009-07-27 10:00:00 PDT,141,-60.0316,-103.825,-60.0314,-103.881,-120.063,-207.706,119.9309119,119.9792947
2009-07-27 10:30:00 PDT,118,-60.0312,-103.831,-60.031,-103.878,-120.062,-207.709,119.9359059,119.9764971
2009-07-27 11:00:00 PDT,317,-60.043,-103.758,-60.0426,-103.883,-120.086,-207.642,119.8786237,119.9866305
2009-07-27 11:30:00 PDT,377,-60.0548,-103.719,-60.0544,-103.868,-120.109,-207.586,119.8507821,119.9795499
2009-07-27 12:00:00 PDT,127,-60.0304,-103.831,-60.0302,-103.881,-120.061,-207.712,119.9355055,119.9786942
2009-07-27 12:30:00 PDT,161,-60.0273,-103.83,-60.027,-103.894,-120.054,-207.724,119.9330882,119.9883493
2009-07-27 13:00:00 PDT,142,-60.0396,-103.809,-60.0394,-103.865,-120.079,-207.674,119.9210659,119.9694452
2009-07-27 13:30:00 PDT,164,-60.0304,-103.821,-60.0302,-103.886,-120.061,-207.708,119.9268484,119.9830234
2009-07-27 14:00:00 PDT,135,-60.0808,-103.589,-60.0807,-103.642,-120.161,-207.23,119.7513401,119.7971397
2009-07-27 14:30:00 PDT,726,-60.0799,-103.58,-60.0792,-103.867,-120.159,-207.447,119.7431033,119.9910995
2009-07-27 15:00:00 PDT,168,-60.0293,-103.823,-60.029,-103.889,-120.058,-207.712,119.9280292,119.9850206
2009-07-27 15:30:00 PDT,162,-60.0529,-103.776,-60.0527,-103.84,-120.106,-207.616,119.8991617,119.9544596
2009-07-27 16:00:00 PDT,172,-60.0292,-103.822,-60.029,-103.89,-120.058,-207.713,119.9271134,119.9858864
2009-07-27 16:30:00 PDT,162,-60.0286,-103.826,-60.0283,-103.89,-120.057,-207.716,119.930276,119.9855362
2009-07-27 17:00:00 PDT,128,-60.0273,-103.839,-60.0271,-103.889,-120.054,-207.728,119.9408799,119.98407
2009-07-27 17:30:00 PDT,163,-60.0302,-103.825,-60.0299,-103.89,-120.06,-207.715,119.9302111,119.9863367
2009-07-27 18:00:00 PDT,158,-60.0301,-103.824,-60.0299,-103.886,-120.06,-207.71,119.9292953,119.9828733
2009-07-27 18:30:00 PDT,344,-60.0468,-103.744,-60.0463,-103.88,-120.093,-207.624,119.86841,119.9858848
2009-07-27 19:00:00 PDT,556,-60.0662,-103.652,-60.0657,-103.872,-120.132,-207.524,119.7985204,119.9886691
2009-07-27 19:30:00 PDT,930,-60.1042,-103.48,-60.1036,-103.848,-120.208,-207.328,119.6688149,119.9868736
2009-07-27 20:00:00 PDT,526,-60.118,-103.418,-60.1177,-103.626,-120.236,-207.045,119.6221411,119.8018603
2009-07-27 20:30:00 PDT,302,-60.0444,-103.761,-60.044,-103.88,-120.088,-207.641,119.8819215,119.9847338
2009-07-27 21:00:00 PDT,246,-60.0392,-103.785,-60.0389,-103.882,-120.078,-207.666,119.9000907,119.9839132
2009-07-27 21:30:00 PDT,232,-60.0383,-103.793,-60.038,-103.884,-120.076,-207.677,119.9065649,119.9851945
2009-07-27 22:00:00 PDT,559,-60.0604,-103.668,-60.0598,-103.889,-120.12,-207.557,119.8094565,120.0004329
2009-07-27 22:30:00 PDT,305,-60.0437,-103.768,-60.0433,-103.888,-120.087,-207.656,119.8876296,119.9913098
2009-07-27 23:00:00 PDT,258,-60.036,-103.787,-60.0357,-103.888,-120.072,-207.675,119.9002196,119.9875069
2009-07-27 23:30:00 PDT,235,-60.034,-103.797,-60.0336,-103.889,-120.068,-207.686,119.9078745,119.987322
2009-07-28 00:00:00 PDT,233,-60.0392,-103.786,-60.0389,-103.878,-120.078,-207.665,119.9009563,119.9804501
2009-07-28 00:30:00 PDT,185,-60.0533,-103.768,-60.0531,-103.841,-120.106,-207.609,119.8924379,119.9555255
2009-07-28 01:00:00 PDT,168,-60.0307,-103.82,-60.0305,-103.886,-120.061,-207.705,119.9261329,119.9831735
2009-07-28 01:30:00 PDT,112,-60.0285,-103.838,-60.0283,-103.882,-120.057,-207.72,119.9406147,119.9786094
2009-07-28 02:00:00 PDT,150,-60.0473,-103.789,-60.0471,-103.849,-120.094,-207.638,119.9076093,119.9594474
2009-07-28 02:30:00 PDT,110,-60.018,-103.861,-60.0178,-103.904,-120.036,-207.765,119.9552735,119.9924061
2009-07-28 03:00:00 PDT,151,-60.0193,-103.848,-60.019,-103.908,-120.038,-207.756,119.9446684,119.9964701
2009-07-28 03:30:00 PDT,104,-60.0168,-103.864,-60.0167,-103.905,-120.033,-207.769,119.9572706,119.9927219
2009-07-28 04:00:00 PDT,154,-60.0193,-103.847,-60.019,-103.908,-120.038,-207.755,119.9438026,119.9964701
2009-07-28 04:30:00 PDT,114,-60.0164,-103.863,-60.0162,-103.908,-120.033,-207.771,119.9562047,119.9950696
2009-07-28 05:00:00 PDT,111,-60.0165,-103.863,-60.0164,-103.907,-120.033,-207.77,119.9562547,119.9943037
2009-07-28 05:30:00 PDT,150,-60.0181,-103.851,-60.0179,-103.91,-120.036,-207.76,119.9466654,119.9976517
2009-07-28 06:00:00 PDT,110,-60.0204,-103.856,-60.0202,-103.899,-120.041,-207.755,119.9521453,119.9892771
2009-07-28 06:30:00 PDT,105,-60.0305,-103.847,-60.0304,-103.888,-120.061,-207.735,119.9494074,119.9848552
2009-07-28 07:00:00 PDT,150,-60.0241,-103.842,-60.0239,-103.901,-120.048,-207.743,119.9418757,119.9928597
2009-07-28 07:30:00 PDT,101,-60.0213,-103.856,-60.0212,-103.896,-120.043,-207.752,119.9525956,119.9871796
2009-07-28 08:00:00 PDT,112,-60.0182,-103.859,-60.018,-103.904,-120.036,-207.763,119.9536419,119.9925062
2009-07-28 08:30:00 PDT,177,-60.0238,-103.832,-60.0235,-103.902,-120.047,-207.734,119.933068,119.9935255
2009-07-28 09:00:00 PDT,289,-60.0342,-103.783,-60.0338,-103.897,-120.068,-207.68,119.8958559,119.9943488
2009-07-28 09:30:00 PDT,1497,-60.1066,-103.333,-60.106,-103.926,-120.213,-207.258,119.5429306,120.0555901
2009-07-28 10:00:00 PDT,1304,-60.0946,-103.406,-60.0939,-103.923,-120.188,-207.329,119.6000075,120.0469356
2009-07-28 10:30:00 PDT,1130,-60.0829,-103.474,-60.0821,-103.921,-120.165,-207.395,119.6529295,120.0392977
2009-07-28 11:00:00 PDT,818,-60.0636,-103.591,-60.0628,-103.915,-120.126,-207.506,119.7444417,120.024444
2009-07-28 11:30:00 PDT,4634.54,-60.1369,-102.811,-60.1374,-103.156,-120.274,-205.967,119.1072981,119.405474
2009-07-28 12:00:00 PDT,167,-60.0257,-103.83,-60.0255,-103.896,-120.051,-207.726,119.9322874,119.9893306
2009-07-28 12:30:00 PDT,144,-60.019,-103.851,-60.0188,-103.908,-120.038,-207.759,119.9471157,119.99637
2009-07-28 13:00:00 PDT,156,-60.0199,-103.845,-60.0197,-103.907,-120.04,-207.752,119.9423712,119.9959543
2009-07-28 13:30:00 PDT,157,-60.0194,-103.846,-60.0191,-103.908,-120.039,-207.754,119.9429868,119.9965201
2009-07-28 14:00:00 PDT,121,-60.0144,-103.864,-60.0143,-103.912,-120.029,-207.776,119.9560699,119.9975831
2009-07-28 14:30:00 PDT,166,-60.0195,-103.844,-60.0193,-103.909,-120.039,-207.753,119.9413053,119.997486
2009-07-28 15:00:00 PDT,127,-60.0168,-103.859,-60.0166,-103.909,-120.033,-207.768,119.9529415,119.9961356
2009-07-28 15:30:00 PDT,302,-60.0275,-103.793,-60.0271,-103.913,-120.055,-207.706,119.9011576,120.0048512
2009-07-28 16:00:00 PDT,150,-60.0194,-103.848,-60.0191,-103.907,-120.038,-207.755,119.9447184,119.9956541
2009-07-28 16:30:00 PDT,145,-60.0193,-103.854,-60.019,-103.911,-120.038,-207.764,119.9498632,119.9990678
2009-07-28 17:00:00 PDT,144,-60.0233,-103.847,-60.023,-103.904,-120.046,-207.751,119.9458042,119.9950072
2009-07-28 17:30:00 PDT,103,-60.0227,-103.859,-60.0225,-103.9,-120.045,-207.759,119.9558935,119.9912935
2009-07-28 18:00:00 PDT,146,-60.0248,-103.842,-60.0246,-103.9,-120.049,-207.741,119.942226,119.9923439
