# file...... V_Data_transformer.csv,,,,,,,,,,
# date...... Fri May 18 11:44:36 2012,,,,,,,,,,
# user...... Luca Meschiari,,,,,,,,,,
# host...... (null),,,,,,,,,,
# target.... meter 14,,,,,,,,,,
# trigger... (none),,,,,,,,,,
# interval.. 1800,,,,,,,,,,
# limit..... 1000000,,,,,,,,,,
# timestamp,measured_real_power, voltage_A.real,voltage_A.imag, voltage_B.real,voltage_B.imag, voltage_C.real,voltage_C.imag,V_A,V_B,V_C
2009-07-20 17:30:00 PDT,2131.91,2399.8,-0.362422,-1200.47,-2077.68,-1198.99,2078.48,2399.800027,2399.558793,2399.511644
2009-07-20 18:00:00 PDT,2807.78,2399.77,-0.407567,-1200.64,-2077.4,-1198.63,2078.49,2399.770035,2399.401419,2399.340442
2009-07-20 18:30:00 PDT,6463.25,2399,-1.80319,-1200.85,-2077.05,-1196.63,2078.52,2399.000678,2399.203498,2398.367934
2009-07-20 19:00:00 PDT,5929.22,2399.27,-1.31573,-1200.99,-2076.81,-1196.93,2078.51,2399.270361,2399.065809,2398.508963
2009-07-20 19:30:00 PDT,4109.94,2399.79,-0.373955,-1201.03,-2076.75,-1197.92,2078.5,2399.790029,2399.033894,2398.994493
2009-07-20 20:00:00 PDT,3290.9,2399.63,-0.66126,-1200.63,-2077.41,-1198.37,2078.49,2399.630091,2399.405073,2399.210565
2009-07-20 20:30:00 PDT,2854.09,2399.75,-0.458495,-1200.62,-2077.43,-1198.6,2078.49,2399.750044,2399.417385,2399.325455
2009-07-20 21:00:00 PDT,3567.71,2399.81,-0.34036,-1200.87,-2077.01,-1198.18,2078.49,2399.810024,2399.17888,2399.115669
2009-07-20 21:30:00 PDT,4146.28,2399.78,-0.399893,-1201.02,-2076.77,-1197.89,2078.5,2399.780033,2399.046201,2398.979513
2009-07-20 22:00:00 PDT,7092.13,2399.7,-0.539152,-1200.73,-2077.24,-1194.24,2077.51,2399.700061,2399.307932,2396.300686
2009-07-20 22:30:00 PDT,8893.07,2399.66,-0.620952,-1202.47,-2072.3,-1197.5,2078.5,2399.66008,2395.90513,2398.784797
2009-07-20 23:00:00 PDT,4357.88,2399.7,-0.547921,-1201.05,-2076.72,-1197.89,2078.5,2399.700063,2399.017937,2398.979513
2009-07-20 23:30:00 PDT,3497.3,2399.57,-0.779553,-1200.65,-2077.38,-1198.32,2078.49,2399.570127,2399.389107,2399.185592
2009-07-21 00:00:00 PDT,6441.01,2399.75,-0.45852,-1201.81,-2073.41,-1198.72,2078.48,2399.750044,2396.534228,2399.376742
2009-07-21 00:30:00 PDT,2495.7,2399.78,-0.399889,-1200.53,-2077.58,-1198.75,2078.48,2399.780033,2399.502227,2399.39173
2009-07-21 01:00:00 PDT,2026.76,2399.83,-0.314421,-1200.43,-2077.75,-1198.97,2078.48,2399.830021,2399.599393,2399.501651
2009-07-21 01:30:00 PDT,2149.77,2399.77,-0.418144,-1200.44,-2077.73,-1198.98,2078.48,2399.770036,2399.587078,2399.506647
2009-07-21 02:00:00 PDT,2216.77,2399.76,-0.438308,-1200.45,-2077.71,-1198.95,2078.48,2399.76004,2399.574764,2399.491657
2009-07-21 02:30:00 PDT,1935.43,2399.8,-0.362427,-1200.41,-2077.78,-1199.09,2078.48,2399.800027,2399.615364,2399.561614
2009-07-21 03:00:00 PDT,2274.06,2399.79,-0.377831,-1200.48,-2077.67,-1198.87,2078.48,2399.79003,2399.555138,2399.451685
2009-07-21 03:30:00 PDT,2136.62,2399.73,-0.496921,-1200.39,-2077.81,-1198.99,2078.48,2399.730051,2399.631336,2399.511644
2009-07-21 04:00:00 PDT,2118.51,2399.74,-0.470013,-1200.41,-2077.79,-1199,2078.48,2399.740046,2399.624023,2399.516641
2009-07-21 04:30:00 PDT,5634.15,2399.76,-0.431639,-1201.58,-2073.8,-1199.12,2078.48,2399.760039,2396.756336,2399.576605
2009-07-21 05:00:00 PDT,1453.66,2399.81,-0.335552,-1200.28,-2078,-1199.33,2078.47,2399.810023,2399.740836,2399.672892
2009-07-21 05:30:00 PDT,1926.15,2399.74,-0.466169,-1200.35,-2077.87,-1199.11,2078.48,2399.740045,2399.66328,2399.571608
2009-07-21 06:00:00 PDT,1654.83,2399.74,-0.463287,-1200.28,-2078,-1199.26,2078.47,2399.740045,2399.740836,2399.637908
2009-07-21 06:30:00 PDT,1801.08,2399.82,-0.330752,-1200.42,-2077.77,-1199.21,2078.48,2399.820023,2399.611708,2399.621582
2009-07-21 07:00:00 PDT,2268.68,2399.76,-0.432566,-1200.57,-2077.52,-1199.11,2078.48,2399.760039,2399.470291,2399.571608
2009-07-21 07:30:00 PDT,1755.97,2399.75,-0.444072,-1200.32,-2077.93,-1199.21,2078.48,2399.750041,2399.700229,2399.621582
2009-07-21 08:00:00 PDT,2440.93,2399.78,-0.397014,-1200.53,-2077.58,-1198.81,2078.48,2399.780033,2399.502227,2399.421707
2009-07-21 08:30:00 PDT,3082.54,2399.76,-0.430671,-1200.68,-2077.33,-1198.43,2078.49,2399.760039,2399.36083,2399.240535
2009-07-21 09:00:00 PDT,2585.38,2399.74,-0.475776,-1200.53,-2077.57,-1198.75,2078.48,2399.740047,2399.493569,2399.39173
2009-07-21 09:30:00 PDT,2417.16,2399.74,-0.474814,-1200.49,-2077.65,-1198.84,2078.48,2399.740047,2399.542824,2399.436696
2009-07-21 10:00:00 PDT,2321.06,2399.76,-0.425867,-1200.47,-2077.69,-1198.85,2078.48,2399.760038,2399.567452,2399.441692
2009-07-21 10:30:00 PDT,1870.15,2399.77,-0.415262,-1200.35,-2077.88,-1199.11,2078.48,2399.770036,2399.671939,2399.571608
2009-07-21 11:00:00 PDT,2940.13,2399.43,-1.03056,-1200.29,-2077.98,-1198.52,2078.49,2399.430221,2399.728519,2399.285492
2009-07-21 11:30:00 PDT,7345.08,2398.36,-2.9303,-1200.4,-2077.8,-1196.08,2078.52,2398.36179,2399.627679,2398.093567
2009-07-21 12:00:00 PDT,7701.67,2399.33,-1.20102,-1200.45,-2077.71,-1193.78,2077.52,2399.330301,2399.574764,2396.08014
2009-07-21 12:30:00 PDT,7473.28,2399.42,-1.05357,-1200.51,-2077.62,-1193.97,2077.52,2399.420231,2399.526854,2396.174808
2009-07-21 13:00:00 PDT,5722.05,2399.01,-1.78283,-1200.65,-2077.38,-1197.03,2078.51,2399.010662,2399.389107,2398.558868
2009-07-21 13:30:00 PDT,3636.31,2399.44,-1.01436,-1200.53,-2077.58,-1198.2,2078.49,2399.440214,2399.502227,2399.125657
2009-07-21 14:00:00 PDT,3350.09,2399.53,-0.855564,-1200.51,-2077.61,-1198.3,2078.49,2399.530153,2399.518196,2399.175602
2009-07-21 14:30:00 PDT,2548.22,2399.62,-0.685292,-1200.4,-2077.8,-1198.77,2078.48,2399.620098,2399.627679,2399.401722
2009-07-21 15:00:00 PDT,2266.73,2399.7,-0.550734,-1200.39,-2077.81,-1198.91,2078.48,2399.700063,2399.631336,2399.471671
2009-07-21 15:30:00 PDT,1768.18,2399.81,-0.340358,-1200.34,-2077.89,-1199.11,2078.48,2399.810024,2399.675596,2399.571608
2009-07-21 16:00:00 PDT,2020.38,2399.74,-0.47387,-1200.35,-2077.88,-1199.01,2078.48,2399.740047,2399.671939,2399.521638
2009-07-21 16:30:00 PDT,2002.31,2399.8,-0.364341,-1200.43,-2077.74,-1199.06,2078.48,2399.800028,2399.590734,2399.546623
2009-07-21 17:00:00 PDT,5555.27,2399.01,-1.79101,-1200.64,-2077.4,-1197.2,2078.51,2399.010669,2399.401419,2398.643713
2009-07-21 17:30:00 PDT,5899.74,2398.93,-1.93016,-1200.82,-2077.09,-1197.34,2078.51,2398.930776,2399.223112,2398.713592
2009-07-21 18:00:00 PDT,6953.44,2398.59,-2.53536,-1200.68,-2077.33,-1196.6,2078.52,2398.59134,2399.36083,2398.352966
2009-07-21 18:30:00 PDT,6649.65,2398.9,-1.98278,-1201.03,-2076.75,-1196.97,2078.51,2398.900819,2399.033894,2398.528924
2009-07-21 19:00:00 PDT,7269.79,2399.66,-0.623679,-1202.27,-2074.66,-1197.17,2078.51,2399.660081,2397.846381,2398.628739
2009-07-21 19:30:00 PDT,4969.61,2399.55,-0.814844,-1201.43,-2076.07,-1198.27,2078.49,2399.550138,2398.645595,2399.160618
2009-07-21 20:00:00 PDT,4064.77,2399.7,-0.54681,-1200.97,-2076.85,-1198.06,2078.5,2399.700062,2399.090424,2399.064404
2009-07-21 20:30:00 PDT,4216.71,2399.56,-0.800409,-1200.88,-2076.99,-1198.01,2078.5,2399.560133,2399.166571,2399.039435
2009-07-21 21:00:00 PDT,3270.65,2399.58,-0.766793,-1200.66,-2077.36,-1198.57,2078.49,2399.580123,2399.376795,2399.310469
2009-07-21 21:30:00 PDT,3826.44,2399.61,-0.697627,-1200.87,-2077.01,-1198.29,2078.49,2399.610101,2399.17888,2399.170608
2009-07-21 22:00:00 PDT,3823.9,2399.56,-0.789846,-1200.85,-2077.05,-1198.36,2078.49,2399.56013,2399.203498,2399.205571
2009-07-21 22:30:00 PDT,9926.79,2399.42,-1.04365,-1203.02,-2071.37,-1197.93,2078.5,2399.420227,2395.376964,2398.999486
2009-07-21 23:00:00 PDT,4009.32,2399.56,-0.801381,-1200.92,-2076.93,-1198.31,2078.49,2399.560134,2399.134651,2399.180597
2009-07-21 23:30:00 PDT,4247.88,2399.4,-1.07913,-1200.81,-2077.12,-1198.14,2078.49,2399.400243,2399.244079,2399.095692
2009-07-22 00:00:00 PDT,3099.66,2399.69,-0.563141,-1200.68,-2077.33,-1198.57,2078.49,2399.690066,2399.36083,2399.310469
2009-07-22 00:30:00 PDT,3212.05,2399.58,-0.751414,-1200.64,-2077.4,-1198.57,2078.49,2399.580118,2399.401419,2399.310469
2009-07-22 01:00:00 PDT,4523.78,2399.63,-0.677444,-1201.04,-2076.72,-1197.84,2078.5,2399.630096,2399.01293,2398.954546
2009-07-22 01:30:00 PDT,2598.64,2399.7,-0.545851,-1200.54,-2077.56,-1198.83,2078.48,2399.700062,2399.489914,2399.431699
2009-07-22 02:00:00 PDT,4072.58,2399.58,-0.758139,-1200.88,-2077,-1198.11,2078.49,2399.58012,2399.175228,2399.08071
2009-07-22 02:30:00 PDT,6205.44,2399.68,-0.576532,-1200.49,-2077.65,-1194.78,2077.5,2399.680069,2399.542824,2396.561182
2009-07-22 03:00:00 PDT,2052.21,2399.62,-0.692814,-1200.33,-2077.91,-1199.19,2078.48,2399.6201,2399.687912,2399.611587
2009-07-22 03:30:00 PDT,1745.88,2399.73,-0.491101,-1200.33,-2077.92,-1199.28,2078.47,2399.73005,2399.696572,2399.647903
2009-07-22 04:00:00 PDT,1857.99,2399.6,-0.729314,-1200.25,-2078.04,-1199.29,2078.47,2399.600111,2399.760468,2399.652901
2009-07-22 04:30:00 PDT,1990.23,2399.66,-0.611165,-1200.35,-2077.88,-1199.2,2078.48,2399.660078,2399.671939,2399.616584
2009-07-22 05:00:00 PDT,1872.09,2399.73,-0.494946,-1200.36,-2077.86,-1199.21,2078.48,2399.730051,2399.659624,2399.621582
2009-07-22 05:30:00 PDT,2009.09,2399.6,-0.721634,-1200.33,-2077.91,-1199.26,2078.47,2399.600109,2399.687912,2399.637908
2009-07-22 06:00:00 PDT,1758.91,2399.77,-0.419073,-1200.39,-2077.81,-1199.31,2078.47,2399.770037,2399.631336,2399.662897
2009-07-22 06:30:00 PDT,2297.47,2399.57,-0.773511,-1200.43,-2077.74,-1199.21,2078.48,2399.570125,2399.590734,2399.621582
2009-07-22 07:00:00 PDT,2062.35,2399.79,-0.386423,-1200.54,-2077.57,-1199.23,2078.48,2399.790031,2399.498572,2399.631577
2009-07-22 07:30:00 PDT,2058.2,2399.59,-0.738922,-1200.33,-2077.91,-1199.23,2078.48,2399.590114,2399.687912,2399.631577
2009-07-22 08:00:00 PDT,1911.15,2399.67,-0.597714,-1200.33,-2077.91,-1199.23,2078.48,2399.670074,2399.687912,2399.631577
2009-07-22 08:30:00 PDT,3253.14,2399.54,-0.829229,-1200.61,-2077.45,-1198.56,2078.49,2399.540143,2399.429698,2399.305473
2009-07-22 09:00:00 PDT,3152.04,2399.61,-0.707223,-1200.64,-2077.4,-1198.59,2078.49,2399.610104,2399.401419,2399.32046
2009-07-22 09:30:00 PDT,2906.67,2399.57,-0.779275,-1200.54,-2077.57,-1198.75,2078.48,2399.570127,2399.498572,2399.39173
2009-07-22 10:00:00 PDT,3332.65,2399.5,-0.907068,-1200.64,-2077.39,-1198.63,2078.49,2399.500171,2399.392761,2399.340442
2009-07-22 10:30:00 PDT,8653.84,2399.12,-1.58349,-1200.59,-2077.48,-1193.44,2077.52,2399.120523,2399.445665,2395.910763
2009-07-22 11:00:00 PDT,3336.24,2399.43,-1.02527,-1200.54,-2077.56,-1198.56,2078.49,2399.430219,2399.489914,2399.305473
2009-07-22 11:30:00 PDT,3878.75,2399.67,-0.600641,-1200.85,-2077.04,-1198.09,2078.5,2399.670075,2399.194841,2399.079386
2009-07-22 12:00:00 PDT,2761.87,2399.6,-0.725486,-1200.55,-2077.54,-1198.87,2078.48,2399.60011,2399.4776,2399.451685
2009-07-22 12:30:00 PDT,3333.98,2399.63,-0.670719,-1200.71,-2077.28,-1198.49,2078.49,2399.630094,2399.332554,2399.270506
2009-07-22 13:00:00 PDT,6143.59,2399.35,-1.1839,-1201.36,-2076.19,-1197.27,2078.51,2399.350292,2398.714399,2398.678651
2009-07-22 13:30:00 PDT,2649.93,2399.68,-0.570821,-1200.53,-2077.57,-1198.78,2078.48,2399.680068,2399.493569,2399.406718
2009-07-22 14:00:00 PDT,2559.26,2399.57,-0.779274,-1200.44,-2077.72,-1198.95,2078.48,2399.570127,2399.57842,2399.491657
2009-07-22 14:30:00 PDT,2421.28,2399.72,-0.504548,-1200.52,-2077.59,-1198.94,2078.48,2399.720053,2399.505882,2399.486661
2009-07-22 15:00:00 PDT,3098.53,2399.53,-0.851329,-1200.59,-2077.49,-1198.72,2078.48,2399.530151,2399.454323,2399.376742
2009-07-22 15:30:00 PDT,2976.42,2399.71,-0.5276,-1200.67,-2077.34,-1198.65,2078.49,2399.710058,2399.364483,2399.350433
2009-07-22 16:00:00 PDT,3884.4,2399.57,-0.786959,-1200.82,-2077.09,-1198.24,2078.49,2399.570129,2399.223112,2399.145635
2009-07-22 16:30:00 PDT,2934.6,2399.72,-0.50839,-1200.67,-2077.35,-1198.66,2078.49,2399.720054,2399.373141,2399.355429
2009-07-22 17:00:00 PDT,3394.91,2399.39,-1.106,-1200.59,-2077.49,-1198.68,2078.49,2399.390255,2399.454323,2399.365421
2009-07-22 17:30:00 PDT,3215.64,2399.24,-1.36751,-1200.46,-2077.7,-1198.93,2078.48,2399.24039,2399.571108,2399.481664
2009-07-22 18:00:00 PDT,3074.34,2399.43,-1.03204,-1200.55,-2077.54,-1198.88,2078.48,2399.430222,2399.4776,2399.456681
2009-07-22 18:30:00 PDT,4503.93,2399.5,-0.906114,-1201.15,-2076.54,-1198.34,2078.49,2399.500171,2398.91219,2399.195581
2009-07-22 19:00:00 PDT,6587.24,2399.41,-1.07534,-1201.96,-2075.19,-1197.82,2078.5,2399.410241,2398.149574,2398.94456
2009-07-22 19:30:00 PDT,5358.8,2399.35,-1.17904,-1201.42,-2076.1,-1198.22,2078.49,2399.35029,2398.666552,2399.135646
2009-07-22 20:00:00 PDT,3847.36,2399.31,-1.24824,-1200.69,-2077.32,-1198.54,2078.49,2399.310325,2399.357176,2399.295482
2009-07-22 20:30:00 PDT,3839.05,2399.45,-0.99065,-1200.73,-2077.24,-1198.35,2078.49,2399.450205,2399.307932,2399.200576
2009-07-22 21:00:00 PDT,5170.42,2398.86,-2.0588,-1200.63,-2077.41,-1197.91,2078.5,2398.860883,2399.405073,2398.989499
2009-07-22 21:30:00 PDT,8638.67,2399.18,-1.48706,-1201.93,-2073.22,-1197.71,2078.5,2399.180461,2396.430031,2398.889638
2009-07-22 22:00:00 PDT,5617.39,2399.39,-1.10117,-1201.17,-2076.52,-1197.37,2078.51,2399.390253,2398.904892,2398.728567
2009-07-22 22:30:00 PDT,7965.37,2399.55,-0.814913,-1202.12,-2072.9,-1198.05,2078.5,2399.550138,2396.248506,2399.05941
2009-07-22 23:00:00 PDT,4315.13,2399.51,-0.890729,-1200.9,-2076.96,-1198.04,2078.5,2399.510165,2399.15061,2399.054416
2009-07-22 23:30:00 PDT,4789.6,2399.61,-0.709178,-1201.07,-2076.67,-1197.65,2078.5,2399.610105,2398.984667,2398.859682
2009-07-23 00:00:00 PDT,3652.15,2399.54,-0.8398,-1200.73,-2077.25,-1198.37,2078.49,2399.540147,2399.316589,2399.210565
2009-07-23 00:30:00 PDT,2592.15,2399.62,-0.695704,-1200.47,-2077.68,-1198.87,2078.48,2399.620101,2399.558793,2399.451685
2009-07-23 01:00:00 PDT,3903.73,2399.23,-1.39851,-1200.46,-2077.7,-1198.21,2078.49,2399.230408,2399.571108,2399.130652
2009-07-23 01:30:00 PDT,2330.74,2399.67,-0.599664,-1200.42,-2077.76,-1198.95,2078.48,2399.670075,2399.603049,2399.491657
2009-07-23 02:00:00 PDT,2486.75,2399.44,-1.01083,-1200.33,-2077.92,-1199.07,2078.48,2399.440213,2399.696572,2399.55162
2009-07-23 02:30:00 PDT,1666.75,2399.73,-0.48055,-1200.29,-2077.98,-1199.28,2078.47,2399.730048,2399.728519,2399.647903
2009-07-23 03:00:00 PDT,2094.26,2399.51,-0.88303,-1200.25,-2078.04,-1199.2,2078.48,2399.510162,2399.760468,2399.616584
2009-07-23 03:30:00 PDT,1855.98,2399.65,-0.630381,-1200.27,-2078.01,-1199.21,2078.48,2399.650083,2399.744493,2399.621582
2009-07-23 04:00:00 PDT,1869.93,2399.58,-0.756214,-1200.26,-2078.03,-1199.32,2078.47,2399.580119,2399.75681,2399.667894
2009-07-23 04:30:00 PDT,2018.13,2399.56,-0.798485,-1200.28,-2077.99,-1199.25,2078.47,2399.560133,2399.732176,2399.63291
2009-07-23 05:00:00 PDT,1581.66,2399.75,-0.456539,-1200.28,-2078,-1199.33,2078.47,2399.750043,2399.740836,2399.672892
2009-07-23 05:30:00 PDT,2101.3,2399.46,-0.983917,-1200.24,-2078.06,-1199.29,2078.47,2399.460202,2399.772785,2399.652901
2009-07-23 06:00:00 PDT,1952.06,2399.7,-0.542011,-1200.37,-2077.85,-1199.19,2078.48,2399.700061,2399.655967,2399.611587
2009-07-23 06:30:00 PDT,2103.22,2399.6,-0.715883,-1200.37,-2077.85,-1199.22,2078.48,2399.600107,2399.655967,2399.626579
2009-07-23 07:00:00 PDT,2871.54,2399.26,-1.34249,-1200.44,-2077.72,-1199.25,2078.47,2399.260376,2399.57842,2399.63291
2009-07-23 07:30:00 PDT,2267.45,2399.49,-0.927229,-1200.32,-2077.93,-1199.19,2078.48,2399.490179,2399.700229,2399.611587
2009-07-23 08:00:00 PDT,2089.23,2399.57,-0.773507,-1200.32,-2077.93,-1199.21,2078.48,2399.570125,2399.700229,2399.621582
2009-07-23 08:30:00 PDT,2212.35,2399.54,-0.833075,-1200.32,-2077.94,-1199.14,2078.48,2399.540145,2399.708888,2399.5866
2009-07-23 09:00:00 PDT,2008.51,2399.56,-0.790909,-1200.22,-2078.1,-1199.13,2078.48,2399.56013,2399.79742,2399.581603
2009-07-23 09:30:00 PDT,1894.97,2399.56,-0.796573,-1200.28,-2078,-1199.37,2078.47,2399.560132,2399.740836,2399.692884
2009-07-23 10:00:00 PDT,4127.28,2399.42,-1.05024,-1200.8,-2077.13,-1198.23,2078.49,2399.42023,2399.247731,2399.140641
2009-07-23 10:30:00 PDT,3259.23,2399.56,-0.797527,-1200.63,-2077.42,-1198.56,2078.49,2399.560133,2399.413731,2399.305473
2009-07-23 11:00:00 PDT,4314.21,2399.14,-1.55886,-1200.4,-2077.79,-1197.83,2078.5,2399.140506,2399.619021,2398.949553
2009-07-23 11:30:00 PDT,3847.18,2399.43,-1.02621,-1200.7,-2077.3,-1198.31,2078.49,2399.430219,2399.344865,2399.180597
2009-07-23 12:00:00 PDT,3720.69,2399.44,-1.00625,-1200.59,-2077.48,-1198.22,2078.49,2399.440211,2399.445665,2399.135646
2009-07-23 12:30:00 PDT,9187.4,2399.17,-1.49526,-1201.05,-2076.71,-1193.66,2077.52,2399.170466,2399.00928,2396.020356
2009-07-23 13:00:00 PDT,4669.86,2399.34,-1.19879,-1200.73,-2077.26,-1197.66,2078.5,2399.340299,2399.325247,2398.864674
2009-07-23 13:30:00 PDT,3615.17,2399.33,-1.2127,-1200.52,-2077.59,-1198.44,2078.49,2399.330306,2399.505882,2399.24553
2009-07-23 14:00:00 PDT,10850.5,2399.24,-1.37987,-1201.69,-2073.62,-1194.67,2077.51,2399.240397,2396.655745,2396.515013
2009-07-23 14:30:00 PDT,2730.26,2399.6,-0.725486,-1200.61,-2077.45,-1199.02,2078.48,2399.60011,2399.429698,2399.526635
2009-07-23 15:00:00 PDT,2240.5,2399.74,-0.475744,-1200.52,-2077.59,-1199.1,2078.48,2399.740047,2399.505882,2399.566611
2009-07-23 15:30:00 PDT,3975.54,2399.17,-1.49252,-1200.68,-2077.33,-1198.67,2078.49,2399.170464,2399.36083,2399.360425
2009-07-23 16:00:00 PDT,2779.46,2399.73,-0.48246,-1200.63,-2077.41,-1198.73,2078.48,2399.730048,2399.405073,2399.381738
2009-07-23 16:30:00 PDT,3196.51,2399.58,-0.766785,-1200.64,-2077.39,-1198.62,2078.49,2399.580123,2399.392761,2399.335446
2009-07-23 17:00:00 PDT,3407.18,2399.66,-0.615992,-1200.72,-2077.26,-1198.37,2078.49,2399.660079,2399.320242,2399.210565
