# file...... V_tm_9.csv,,,,,,,,,
# date...... Fri May 18 11:45:35 2012,,,,,,,,,
# user...... Luca Meschiari,,,,,,,,,
# host...... (null),,,,,,,,,
# target.... triplex_meter 68,,,,,,,,,
# trigger... (none),,,,,,,,,
# interval.. 1800,,,,,,,,,
# limit..... 1000000,,,,,,,,,
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag,v1_10,v2_10
2009-07-20 00:00:00 PDT,950,-59.2634,103.804,-59.5891,103.992,-118.853,207.796,119.5300004,119.8548994
2009-07-20 00:30:00 PDT,941,-59.2699,103.805,-59.5925,103.991,-118.862,207.796,119.5340917,119.8557222
2009-07-20 01:00:00 PDT,530,-59.5463,103.857,-59.7279,103.962,-119.274,207.819,119.7164913,119.8979545
2009-07-20 01:30:00 PDT,603,-59.5407,103.847,-59.7473,103.966,-119.288,207.814,119.7050307,119.9110879
2009-07-20 02:00:00 PDT,534,-59.5822,103.857,-59.7652,103.962,-119.347,207.818,119.7343518,119.91654
2009-07-20 02:30:00 PDT,299,-59.7428,103.886,-59.8452,103.945,-119.588,207.831,119.8394891,119.9416983
2009-07-20 03:00:00 PDT,296,-59.7276,103.886,-59.829,103.945,-119.557,207.831,119.8319123,119.9336161
2009-07-20 03:30:00 PDT,263,-59.7406,103.891,-59.8307,103.942,-119.571,207.833,119.8427268,119.9318641
2009-07-20 04:00:00 PDT,347,-59.7181,103.88,-59.837,103.948,-119.555,207.828,119.8219757,119.9402071
2009-07-20 04:30:00 PDT,213,-59.7422,103.897,-59.8152,103.939,-119.557,207.837,119.8487258,119.9215321
2009-07-20 05:00:00 PDT,268,-59.7071,103.891,-59.7989,103.943,-119.506,207.834,119.8260309,119.9168699
2009-07-20 05:30:00 PDT,262,-59.7454,103.891,-59.8351,103.943,-119.58,207.834,119.8451196,119.9349259
2009-07-20 06:00:00 PDT,297,-59.7176,103.887,-59.8194,103.945,-119.537,207.832,119.8277953,119.9288274
2009-07-20 06:30:00 PDT,380,-59.6739,103.874,-59.8041,103.949,-119.478,207.823,119.7947504,119.9246638
2009-07-20 07:00:00 PDT,313,-59.7283,103.883,-59.8355,103.945,-119.564,207.828,119.8296604,119.9368587
2009-07-20 07:30:00 PDT,344,-59.6956,103.88,-59.8135,103.948,-119.509,207.829,119.8107635,119.9284849
2009-07-20 08:00:00 PDT,332,-59.5967,103.883,-59.7105,103.949,-119.307,207.832,119.7641196,119.8780147
2009-07-20 08:30:00 PDT,329,-59.7047,103.883,-59.8174,103.947,-119.522,207.83,119.8178989,119.9295633
2009-07-20 09:00:00 PDT,287,-59.7091,103.888,-59.8074,103.944,-119.516,207.832,119.8244264,119.9219756
2009-07-20 09:30:00 PDT,198,-59.6926,103.899,-59.7605,103.938,-119.453,207.836,119.825743,119.893391
2009-07-20 10:00:00 PDT,683,-59.5185,103.837,-59.7526,103.972,-119.271,207.809,119.6853141,119.9189309
2009-07-20 10:30:00 PDT,418,-59.6437,103.871,-59.7869,103.954,-119.431,207.825,119.777108,119.9204216
2009-07-20 11:00:00 PDT,635,-59.5296,103.841,-59.7473,103.967,-119.277,207.808,119.6943046,119.911955
2009-07-20 11:30:00 PDT,628,-59.5487,103.841,-59.764,103.965,-119.313,207.806,119.7038051,119.9185429
2009-07-20 12:00:00 PDT,846,-59.3974,103.813,-59.6875,103.98,-119.085,207.793,119.6043063,119.8934446
2009-07-20 12:30:00 PDT,738,-59.4601,103.826,-59.7131,103.972,-119.173,207.797,119.6467374,119.8992539
2009-07-20 13:00:00 PDT,682,-59.5002,103.835,-59.734,103.97,-119.234,207.805,119.6744794,119.9079299
2009-07-20 13:30:00 PDT,869,-59.2633,103.814,-59.5613,103.986,-118.825,207.8,119.5386353,119.8358738
2009-07-20 14:00:00 PDT,615,-59.4633,103.855,-59.6741,103.976,-119.137,207.831,119.6734936,119.8833049
2009-07-20 14:30:00 PDT,2003,-58.6452,103.664,-59.3329,104.065,-117.978,207.73,119.1028311,119.7911401
2009-07-20 15:00:00 PDT,779,-59.4354,103.825,-59.7024,103.979,-119.138,207.804,119.6335964,119.8999959
2009-07-20 15:30:00 PDT,712,-59.4556,103.834,-59.6997,103.974,-119.155,207.808,119.6514435,119.8943154
2009-07-20 16:00:00 PDT,1675,-58.8958,103.708,-59.4706,104.042,-118.366,207.75,119.2646826,119.8394344
2009-07-20 16:30:00 PDT,571,-59.5536,103.852,-59.7493,103.964,-119.303,207.816,119.715785,119.9103505
2009-07-20 17:00:00 PDT,622,-59.5348,103.845,-59.748,103.968,-119.283,207.813,119.7003611,119.9131708
2009-07-20 17:30:00 PDT,599,-59.5616,103.848,-59.7669,103.966,-119.329,207.814,119.716295,119.9208551
2009-07-20 18:00:00 PDT,864,-59.3873,103.814,-59.6835,103.985,-119.071,207.799,119.6001589,119.8957897
2009-07-20 18:30:00 PDT,943,-58.8471,103.8,-59.1705,103.988,-118.018,207.788,119.3206653,119.6438557
2009-07-20 19:00:00 PDT,531,-59.049,103.857,-59.231,103.963,-118.28,207.82,119.4699161,119.6520653
2009-07-20 19:30:00 PDT,1018,-59.1589,103.796,-59.508,103.998,-118.667,207.793,119.471273,119.8198067
2009-07-20 20:00:00 PDT,720,-59.3651,103.833,-59.6119,103.975,-118.977,207.808,119.6056311,119.8514883
2009-07-20 20:30:00 PDT,712,-59.4257,103.834,-59.6698,103.975,-119.096,207.809,119.6365888,119.8802972
2009-07-20 21:00:00 PDT,1162,-59.1812,103.776,-59.5797,104.007,-118.761,207.782,119.464943,119.8632417
2009-07-20 21:30:00 PDT,1258,-59.0784,103.764,-59.5099,104.014,-118.588,207.777,119.4036224,119.8346377
2009-07-20 22:00:00 PDT,4530.33,-57.8206,103.302,-58.0876,103.459,-115.908,206.761,118.382959,118.6504697
2009-07-20 22:30:00 PDT,1503,-58.9088,103.74,-59.4245,104.039,-118.333,207.779,119.2989284,119.8139588
2009-07-20 23:00:00 PDT,1158,-59.1083,103.777,-59.5055,104.007,-118.614,207.784,119.4297151,119.8263768
2009-07-20 23:30:00 PDT,649,-59.3734,103.842,-59.5958,103.97,-118.969,207.812,119.6175639,119.8391433
2009-07-21 00:00:00 PDT,674,-59.4713,103.847,-59.7023,103.98,-119.174,207.828,119.6705266,119.9008133
2009-07-21 00:30:00 PDT,707,-59.4667,103.834,-59.7091,103.974,-119.176,207.808,119.6569595,119.8989962
2009-07-21 01:00:00 PDT,564,-59.5657,103.853,-59.759,103.964,-119.325,207.816,119.7226721,119.9151841
2009-07-21 01:30:00 PDT,538,-59.576,103.856,-59.7604,103.962,-119.336,207.818,119.7303993,119.9141478
2009-07-21 02:00:00 PDT,531,-59.5708,103.857,-59.7528,103.961,-119.324,207.818,119.7286794,119.9094935
2009-07-21 02:30:00 PDT,498,-59.6169,103.861,-59.7875,103.959,-119.404,207.82,119.7550921,119.9250551
2009-07-21 03:00:00 PDT,579,-59.535,103.851,-59.7335,103.965,-119.268,207.816,119.7056658,119.9033454
2009-07-21 03:30:00 PDT,463,-59.6006,103.865,-59.7592,103.956,-119.36,207.822,119.7504478,119.908348
2009-07-21 04:00:00 PDT,450,-59.6081,103.867,-59.7623,103.956,-119.37,207.823,119.7559154,119.909893
2009-07-21 04:30:00 PDT,375,-59.6623,103.876,-59.7908,103.95,-119.453,207.827,119.7907067,119.9188987
2009-07-21 05:00:00 PDT,264,-59.7476,103.891,-59.838,103.942,-119.586,207.833,119.8462164,119.935506
2009-07-21 05:30:00 PDT,355,-59.6641,103.879,-59.7857,103.949,-119.45,207.828,119.7942047,119.9154891
2009-07-21 06:00:00 PDT,260,-59.7314,103.891,-59.8204,103.942,-119.552,207.833,119.838141,119.926726
2009-07-21 06:30:00 PDT,365,-59.6887,103.878,-59.8138,103.95,-119.502,207.828,119.8055917,119.930368
2009-07-21 07:00:00 PDT,354,-59.6659,103.88,-59.7872,103.95,-119.453,207.83,119.7959683,119.9171038
2009-07-21 07:30:00 PDT,332,-59.6968,103.882,-59.8105,103.947,-119.507,207.829,119.8130955,119.9261219
2009-07-21 08:00:00 PDT,350,-59.5878,103.881,-59.7078,103.95,-119.296,207.831,119.7579562,119.877537
2009-07-21 08:30:00 PDT,360,-59.4872,103.881,-59.6105,103.952,-119.098,207.833,119.7079326,119.8308392
2009-07-21 09:00:00 PDT,603,-59.4965,103.848,-59.7031,103.967,-119.2,207.815,119.6839196,119.889938
2009-07-21 09:30:00 PDT,587,-59.5254,103.85,-59.7265,103.965,-119.252,207.815,119.700024,119.8998583
2009-07-21 10:00:00 PDT,555,-59.5363,103.854,-59.7265,103.963,-119.263,207.817,119.708915,119.8981241
2009-07-21 10:30:00 PDT,388,-59.6544,103.875,-59.7873,103.951,-119.442,207.826,119.7859051,119.9180205
2009-07-21 11:00:00 PDT,315,-59.5235,103.883,-59.6314,103.946,-119.155,207.829,119.7277108,119.8360329
2009-07-21 11:30:00 PDT,515,-58.8347,103.85,-59.0112,103.953,-117.846,207.802,119.3580514,119.5347143
2009-07-21 12:00:00 PDT,434,-58.2705,103.584,-58.4197,103.671,-116.69,207.255,118.8490481,118.9980571
2009-07-21 12:30:00 PDT,636,-59.332,103.842,-59.55,103.968,-118.882,207.811,119.59702,119.8146382
2009-07-21 13:00:00 PDT,842,-58.9824,103.813,-59.271,103.981,-118.253,207.794,119.3987541,119.687509
2009-07-21 13:30:00 PDT,429,-59.4093,103.87,-59.5563,103.955,-118.966,207.824,119.6596917,119.8064894
2009-07-21 14:00:00 PDT,333,-59.4633,103.883,-59.5774,103.948,-119.041,207.831,119.6977934,119.8109064
2009-07-21 14:30:00 PDT,389,-59.5665,103.875,-59.6998,103.952,-119.266,207.826,119.7421544,119.875287
2009-07-21 15:00:00 PDT,429,-59.591,103.87,-59.738,103.954,-119.329,207.824,119.750007,119.8960498
2009-07-21 15:30:00 PDT,426,-59.644,103.87,-59.79,103.954,-119.434,207.824,119.7763901,119.9219672
2009-07-21 16:00:00 PDT,399,-59.6244,103.873,-59.7612,103.952,-119.386,207.826,119.7692331,119.905877
2009-07-21 16:30:00 PDT,438,-59.6272,103.869,-59.7773,103.955,-119.404,207.824,119.767158,119.9165027
2009-07-21 17:00:00 PDT,449,-59.143,103.865,-59.2969,103.955,-118.44,207.82,119.5233562,119.6777522
2009-07-21 17:30:00 PDT,500,-59.1642,103.859,-59.3355,103.959,-118.5,207.818,119.5286344,119.7003561
2009-07-21 18:00:00 PDT,504,-58.973,103.856,-59.1457,103.956,-118.119,207.812,119.4315011,119.6037782
2009-07-21 18:30:00 PDT,874,-58.9583,103.81,-59.258,103.984,-118.216,207.794,119.384242,119.6836782
2009-07-21 19:00:00 PDT,2080,-57.5721,103.366,-58.2881,103.79,-115.86,207.156,118.3176938,119.0372492
2009-07-21 19:30:00 PDT,1050,-59.2416,103.792,-59.6017,104,-118.843,207.792,119.5087714,119.8681052
2009-07-21 20:00:00 PDT,1346,-59.0949,103.751,-59.5567,104.019,-118.652,207.77,119.4004908,119.8622246
2009-07-21 20:30:00 PDT,1205,-59.1248,103.769,-59.5381,104.009,-118.663,207.778,119.4309312,119.844305
2009-07-21 21:00:00 PDT,737,-59.4122,103.83,-59.6648,103.976,-119.077,207.806,119.6264118,119.8786759
2009-07-21 21:30:00 PDT,971,-59.2698,103.8,-59.6027,103.993,-118.872,207.793,119.5297,119.8625292
2009-07-21 22:00:00 PDT,880,-59.3146,103.812,-59.6163,103.986,-118.931,207.799,119.5623399,119.8632196
2009-07-21 22:30:00 PDT,917,-59.1958,103.811,-59.5102,103.993,-118.706,207.804,119.5025793,119.8165596
2009-07-21 23:00:00 PDT,903,-59.2951,103.809,-59.6047,103.988,-118.9,207.798,119.5500622,119.8591857
2009-07-21 23:30:00 PDT,890,-59.2548,103.81,-59.5599,103.986,-118.815,207.796,119.5309476,119.835178
2009-07-22 00:00:00 PDT,805,-59.3911,103.822,-59.6671,103.981,-119.058,207.803,119.6089898,119.8841573
2009-07-22 00:30:00 PDT,850,-59.3777,103.815,-59.6691,103.983,-119.047,207.798,119.5962603,119.8868875
2009-07-22 01:00:00 PDT,1575,-58.971,103.72,-59.5115,104.034,-118.482,207.754,119.3122678,119.8527922
2009-07-22 01:30:00 PDT,692,-59.4908,103.836,-59.728,103.972,-119.219,207.808,119.6706739,119.9066752
2009-07-22 02:00:00 PDT,1321,-59.1163,103.754,-59.5694,104.016,-118.686,207.77,119.4136903,119.8659321
2009-07-22 02:30:00 PDT,4353.4,-58.0153,103.328,-58.2209,103.448,-116.236,206.776,118.5008465,118.7061999
2009-07-22 03:00:00 PDT,354,-59.6853,103.878,-59.8066,103.948,-119.492,207.826,119.8038978,119.9250437
2009-07-22 03:30:00 PDT,343,-59.713,103.88,-59.8305,103.948,-119.544,207.828,119.819434,119.9369644
2009-07-22 04:00:00 PDT,290,-59.7305,103.886,-59.8298,103.943,-119.56,207.829,119.8333577,119.9322818
2009-07-22 04:30:00 PDT,411,-59.6712,103.871,-59.812,103.952,-119.483,207.823,119.7908041,119.9312038
2009-07-22 05:00:00 PDT,398,-59.6779,103.873,-59.8143,103.952,-119.492,207.825,119.7958759,119.9323509
2009-07-22 05:30:00 PDT,315,-59.7169,103.883,-59.8248,103.945,-119.542,207.829,119.8239785,119.931521
2009-07-22 06:00:00 PDT,348,-59.7179,103.88,-59.8371,103.948,-119.555,207.828,119.8218761,119.940257
2009-07-22 06:30:00 PDT,371,-59.6857,103.876,-59.8129,103.949,-119.499,207.826,119.8023629,119.9290524
2009-07-22 07:00:00 PDT,395,-59.6834,103.875,-59.8188,103.952,-119.502,207.827,119.80035,119.9345952
2009-07-22 07:30:00 PDT,348,-59.6982,103.879,-59.8175,103.947,-119.516,207.826,119.811192,119.9296132
2009-07-22 08:00:00 PDT,403,-59.6818,103.872,-59.8199,103.951,-119.502,207.824,119.7969517,119.9342772
2009-07-22 08:30:00 PDT,474,-59.4866,103.864,-59.649,103.958,-119.136,207.822,119.6928823,119.8552
2009-07-22 09:00:00 PDT,531,-59.4776,103.857,-59.6596,103.962,-119.137,207.819,119.6823352,119.863945
2009-07-22 09:30:00 PDT,617,-59.4935,103.845,-59.7049,103.967,-119.198,207.812,119.6798252,119.8908344
2009-07-22 10:00:00 PDT,736,-59.4281,103.83,-59.6804,103.975,-119.108,207.805,119.6343093,119.8855736
2009-07-22 10:30:00 PDT,4360.19,-57.6643,103.318,-57.873,103.442,-115.537,206.76,118.3206686,118.5307196
