# file...... V_tm_2.csv
# date...... Fri May 18 11:47:13 2012
# user...... Luca Meschiari
# host...... (null)
# target.... triplex_meter 61
# trigger... (none)
# interval.. 1800
# limit..... 1000000
# timestamp,measured_real_power, voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2009-07-20 00:00:00 PDT,+950,-60.732,-102.416,-60.7348,-102.794,-121.467,-205.209
2009-07-20 00:30:00 PDT,+941,-60.7226,-102.435,-60.7253,-102.809,-121.448,-205.244
2009-07-20 01:00:00 PDT,+530,-60.4226,-103.067,-60.4231,-103.277,-120.846,-206.345
2009-07-20 01:30:00 PDT,+603,-60.4154,-103.06,-60.416,-103.299,-120.831,-206.359
2009-07-20 02:00:00 PDT,+534,-60.4009,-103.103,-60.4013,-103.315,-120.802,-206.418
2009-07-20 02:30:00 PDT,+299,-60.2624,-103.402,-60.2624,-103.52,-120.525,-206.923
2009-07-20 03:00:00 PDT,+296,-60.2613,-103.405,-60.2613,-103.522,-120.523,-206.927
2009-07-20 03:30:00 PDT,+263,-60.2559,-103.423,-60.2559,-103.527,-120.512,-206.949
2009-07-20 04:00:00 PDT,+347,-60.2838,-103.353,-60.2838,-103.49,-120.568,-206.843
2009-07-20 04:30:00 PDT,+213,-60.2756,-103.402,-60.2756,-103.486,-120.551,-206.888
2009-07-20 05:00:00 PDT,+268,-60.309,-103.331,-60.309,-103.437,-120.618,-206.768
2009-07-20 05:30:00 PDT,+262,-60.2761,-103.389,-60.2761,-103.492,-120.552,-206.881
2009-07-20 06:00:00 PDT,+297,-60.2974,-103.343,-60.2974,-103.46,-120.595,-206.803
2009-07-20 06:30:00 PDT,+380,-60.4249,-103.108,-60.4252,-103.258,-120.85,-206.366
2009-07-20 07:00:00 PDT,+313,-60.3765,-103.207,-60.3767,-103.331,-120.753,-206.537
2009-07-20 07:30:00 PDT,+344,-60.2944,-103.336,-60.2944,-103.472,-120.589,-206.808
2009-07-20 08:00:00 PDT,+332,-60.4257,-103.113,-60.426,-103.245,-120.852,-206.358
2009-07-20 08:30:00 PDT,+329,-60.2811,-103.362,-60.2811,-103.492,-120.562,-206.854
2009-07-20 09:00:00 PDT,+287,-60.2825,-103.371,-60.2825,-103.485,-120.565,-206.856
2009-07-20 09:30:00 PDT,+198,-60.2086,-103.52,-60.2085,-103.598,-120.417,-207.118
2009-07-20 10:00:00 PDT,+683,-60.448,-102.983,-60.4488,-103.253,-120.897,-206.236
2009-07-20 10:30:00 PDT,+418,-60.3381,-103.242,-60.3382,-103.407,-120.676,-206.649
2009-07-20 11:00:00 PDT,+635,-60.4256,-103.037,-60.4263,-103.289,-120.852,-206.326
2009-07-20 11:30:00 PDT,+628,-60.4274,-103.038,-60.428,-103.287,-120.855,-206.326
2009-07-20 12:00:00 PDT,+846,-60.5453,-102.777,-60.5468,-103.112,-121.092,-205.889
2009-07-20 12:30:00 PDT,+738,-60.4789,-102.922,-60.4799,-103.215,-120.959,-206.137
2009-07-20 13:00:00 PDT,+682,-60.4589,-102.968,-60.4598,-103.238,-120.919,-206.206
2009-07-20 13:30:00 PDT,+869,-60.6696,-102.547,-60.6718,-102.892,-121.341,-205.44
2009-07-20 14:00:00 PDT,+615,-60.4746,-102.955,-60.4754,-103.199,-120.95,-206.153
